#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.2
# - clad diameter: 2*b_p = 0.225
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.225
#Number of photons: N = 100000
#Number of averages: N_avg = 100
#Number of R-values: N_R = 26
#Delta R: d_R = 0.01
#Seed: 10
#
#R <eps_c> <eps_e> <eps_w> stddev_eps_c stddev_eps_e stddev_eps_w
0.25000 0.0600663000 0.7825982000 0.1573355000 0.0007807296 0.0012886257 0.0010574587
0.26000 0.0583195000 0.7673754000 0.1743051000 0.0007314292 0.0013092317 0.0012032578
0.27000 0.0567190000 0.7528474000 0.1904336000 0.0006745990 0.0013465411 0.0012737644
0.28000 0.0549487000 0.7384622000 0.2065891000 0.0007576101 0.0014741953 0.0013310155
0.29000 0.0533814000 0.7247662000 0.2218524000 0.0005577082 0.0015080202 0.0014762983
0.30000 0.0517785000 0.7110509000 0.2371706000 0.0006375321 0.0014108498 0.0012303065
0.31000 0.0502850000 0.6975236000 0.2521914000 0.0007000758 0.0014317267 0.0013259386
0.32000 0.0488992000 0.6840462000 0.2670546000 0.0006881723 0.0014163296 0.0012921147
0.33000 0.0476298000 0.6706883000 0.2816819000 0.0006870549 0.0015140914 0.0013915798
0.34000 0.0462858000 0.6581106000 0.2956036000 0.0006934108 0.0015944251 0.0015672401
0.35000 0.0449023000 0.6448510000 0.3102467000 0.0006034260 0.0014667710 0.0014771732
0.36000 0.0436427000 0.6319927000 0.3243646000 0.0006140129 0.0014871706 0.0014063007
0.37000 0.0425264000 0.6191576000 0.3383160000 0.0006627849 0.0014811572 0.0013973828
0.38000 0.0414161000 0.6070008000 0.3515831000 0.0006331816 0.0014964110 0.0014358925
0.39000 0.0403102000 0.5946993000 0.3649905000 0.0005731589 0.0016176990 0.0015597458
0.40000 0.0392245000 0.5830282000 0.3777473000 0.0005193690 0.0015588447 0.0015117204
0.41000 0.0382752000 0.5707386000 0.3909862000 0.0005944023 0.0015754108 0.0016332658
0.42000 0.0372074000 0.5592977000 0.4034949000 0.0005834721 0.0017508006 0.0016422745
0.43000 0.0363528000 0.5475069000 0.4161403000 0.0005883380 0.0016233969 0.0016562325
0.44000 0.0354781000 0.5364533000 0.4280686000 0.0006289557 0.0014078905 0.0014286407
0.45000 0.0346087000 0.5256768000 0.4397145000 0.0005674908 0.0017925727 0.0016530788
0.46000 0.0338079000 0.5143772000 0.4518149000 0.0005643988 0.0016066221 0.0016338741
0.47000 0.0329822000 0.5042370000 0.4627808000 0.0005802918 0.0016903652 0.0016474748
0.48000 0.0321322000 0.4935993000 0.4742685000 0.0005064784 0.0016418001 0.0015884866
0.49000 0.0314101000 0.4835367000 0.4850532000 0.0005170634 0.0017487629 0.0018757037
0.50000 0.0306135000 0.4734598000 0.4959267000 0.0005646495 0.0016105774 0.0016465692
