#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.98
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.2
# - clad diameter: 2*b_p = 0.225
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.225
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of R-values: N_R = 30
#Delta R: d_R = 0.025
#Seed: 303
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.30000 0.0566219900 0.8358368100 0.1075412000 0.0002255554 0.0004119495 0.0003250073 2.2382068939 0.0074235604 1.8232955440 0.0117435451
0.32500 0.0543442500 0.8177547900 0.1279009600 0.0002068593 0.0003604605 0.0003278174 2.8419506810 0.0105753853 2.4274415086 0.0165674539
0.35000 0.0521130400 0.7993779000 0.1485090600 0.0002468554 0.0004245732 0.0003509249 3.5172270595 0.0127119700 3.1098085233 0.0212300101
0.37500 0.0500798800 0.7803791300 0.1695409900 0.0001991701 0.0004631572 0.0004002573 4.2647184139 0.0164118307 3.8621338447 0.0266281427
0.40000 0.0480869500 0.7612358700 0.1906771800 0.0002446213 0.0003598708 0.0003792729 5.0897563689 0.0184495069 4.6953648568 0.0286840992
0.42500 0.0462672300 0.7414898400 0.2122429300 0.0002141075 0.0004054622 0.0003868371 5.9837340367 0.0223030502 5.6059213242 0.0342304030
0.45000 0.0445648700 0.7218968700 0.2335382600 0.0002221211 0.0004410911 0.0004294328 6.9568123857 0.0327154542 6.5835857218 0.0423806998
0.47500 0.0428886300 0.7022373900 0.2548739800 0.0001802989 0.0004488013 0.0004372509 7.9979955721 0.0379726850 7.6480000824 0.0549891503
0.50000 0.0413693300 0.6823783800 0.2762522900 0.0002034985 0.0004839074 0.0004742774 9.0875845684 0.0427169466 8.7484828465 0.0553923282
0.52500 0.0398446800 0.6628624500 0.2972928700 0.0002031044 0.0004409592 0.0004018462 10.2738004169 0.0439051074 9.9610075647 0.0696909345
0.55000 0.0384252900 0.6435005900 0.3180741200 0.0001693924 0.0004887799 0.0004570544 11.4960880444 0.0504446556 11.1891987973 0.0801331219
0.57500 0.0370317600 0.6243165900 0.3386516500 0.0001822102 0.0004715424 0.0004485482 12.7854873931 0.0626086857 12.5036094842 0.0912058002
0.60000 0.0357337100 0.6055985700 0.3586677200 0.0001716260 0.0004948462 0.0005187373 14.1191927509 0.0699766113 13.8264607146 0.0995187466
0.62500 0.0345075900 0.5871641800 0.3783282300 0.0002043551 0.0004989022 0.0004944275 15.5092429620 0.0955007337 15.2364200805 0.1335411528
0.65000 0.0332612900 0.5690324800 0.3977062300 0.0001843518 0.0004511535 0.0004539022 16.9442024652 0.1030825154 16.7005728864 0.1438532053
0.67500 0.0321018900 0.5513733300 0.4165247800 0.0001793191 0.0005042372 0.0005205904 18.4153823226 0.1166984035 18.1815291056 0.1497311138
0.70000 0.0310019400 0.5342082400 0.4347898200 0.0001967257 0.0005210369 0.0005452675 19.9406978470 0.1133274973 19.7270500743 0.1711480674
0.72500 0.0299219800 0.5174900400 0.4525879800 0.0001760004 0.0004702707 0.0004480347 21.4846038938 0.1331060913 21.3005236349 0.1653978407
0.75000 0.0289225400 0.5012587400 0.4698187200 0.0001532863 0.0004897792 0.0005090098 23.0932263347 0.1374419195 22.8977299721 0.1937644590
0.77500 0.0279135200 0.4854743000 0.4866121800 0.0001818028 0.0004923261 0.0005023222 24.6650650077 0.1440256594 24.4731731455 0.2139833731
0.80000 0.0269971500 0.4701760300 0.5028268200 0.0001559841 0.0004863302 0.0004774564 26.3555453090 0.1304687860 26.2051980599 0.2298898609
0.82500 0.0260625900 0.4554227600 0.5185146500 0.0001626847 0.0004762871 0.0004759693 28.0027350507 0.1662578754 27.8642225239 0.2607800965
0.85000 0.0251961500 0.4410737600 0.5337300900 0.0001559063 0.0004420424 0.0004577819 29.6728899670 0.1836360965 29.5553144882 0.2498849685
0.87500 0.0243535200 0.4272771300 0.5483693500 0.0001536426 0.0005113912 0.0005319370 31.4099834933 0.2056840461 31.3319498136 0.3009844683
0.90000 0.0235515200 0.4139513900 0.5624970900 0.0001401520 0.0005156743 0.0005168501 33.1343962566 0.2112327959 33.0715826276 0.2972964955
0.92500 0.0227835100 0.4010463200 0.5761701700 0.0001633609 0.0005260035 0.0005460947 34.8953381127 0.2297133995 34.8533809308 0.3213770031
0.95000 0.0220166200 0.3887049700 0.5892784100 0.0001385301 0.0004770544 0.0004675414 36.6207649861 0.2154539874 36.5999126765 0.2943105372
0.97500 0.0213108500 0.3767852900 0.6019038600 0.0001486850 0.0004439950 0.0004646915 38.4409931259 0.2696208639 38.4246714294 0.3776172564
1.00000 0.0206511900 0.3651100600 0.6142387500 0.0001510532 0.0005668321 0.0005388963 40.2041264055 0.2861172829 40.1691764423 0.4585858304
1.02500 0.0200081000 0.3539863800 0.6260055200 0.0001451358 0.0004498722 0.0004591609 41.9257860793 0.3146815562 41.9337158990 0.3741341209
