#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7011
#
#alpha T A L_eff
0.01000 0.9080133451 0.0964962033 9.6496203266
0.02000 0.8337050751 0.1818755662 9.0937783088
0.03000 0.7692453029 0.2623453708 8.7448456947
0.04000 0.7143845650 0.3363338552 8.4083463803
0.05000 0.6664368329 0.4058099181 8.1161983628
0.06000 0.6237008465 0.4720844383 7.8680739716
0.07000 0.5851648464 0.5358616827 7.6551668961
0.08000 0.5514160947 0.5952655920 7.4408198994
0.09000 0.5212767959 0.6514741002 7.2386011138
0.10000 0.4944729487 0.7042628337 7.0426283369
0.11000 0.4711444166 0.7525906151 6.8417328643
0.12000 0.4470601322 0.8050621695 6.7088514125
0.13000 0.4261787976 0.8528963082 6.5607408323
0.14000 0.4080194794 0.8964403620 6.4031454430
0.15000 0.3892908934 0.9434284168 6.2895227787
0.16000 0.3729514331 0.9863070740 6.1644192123
0.17000 0.3568058183 1.0305635715 6.0621386558
0.18000 0.3444234241 1.0658834946 5.9215749701
0.19000 0.3307675383 1.1063394515 5.8228392184
0.20000 0.3175974933 1.1469704424 5.7348522120
0.21000 0.3052903471 1.1864919976 5.6499618934
0.22000 0.2949682772 1.2208874633 5.5494884694
0.23000 0.2849741907 1.2553566616 5.4580724419
0.24000 0.2738963687 1.2950054605 5.3958560855
0.25000 0.2661122848 1.3238369359 5.2953477436
0.26000 0.2557615880 1.3635095653 5.2442675589
0.27000 0.2481239106 1.3938270179 5.1623222886
0.28000 0.2396666838 1.4285061383 5.1018076367
0.29000 0.2325083039 1.4588293390 5.0304459967
0.30000 0.2249924956 1.4916882300 4.9722941001
0.31000 0.2174946815 1.5255808815 4.9212286502
0.32000 0.2104107317 1.5586937933 4.8709181042
0.33000 0.2048497370 1.5854785589 4.8044804814
0.34000 0.1999005417 1.6099353276 4.7351039047
0.35000 0.1924149963 1.6481008005 4.7088594301
0.36000 0.1875950313 1.6734697282 4.6485270227
0.37000 0.1814966674 1.7065179868 4.6122107752
0.38000 0.1769253482 1.7320273969 4.5579668340
0.39000 0.1718109344 1.7613606256 4.5163092964
0.40000 0.1679258447 1.7842327977 4.4605819944
0.41000 0.1624752683 1.8172294836 4.4322670333
0.42000 0.1578360623 1.8461983650 4.3957103928
0.43000 0.1547140860 1.8661764717 4.3399452831
0.44000 0.1502122895 1.8957057222 4.3084220960
0.45000 0.1457963739 1.9255443303 4.2789874008
0.46000 0.1426416810 1.9474195203 4.2335206963
0.47000 0.1386134565 1.9760661084 4.2043959752
0.48000 0.1341566452 2.0087471679 4.1848899331
0.49000 0.1310461197 2.0322059590 4.1473591000
0.50000 0.1276231512 2.0586734887 4.1173469775
0.51000 0.1247031996 2.0818187683 4.0819975849
0.52000 0.1216409310 2.1066817623 4.0513110814
