#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.9
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7010
#
#alpha <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.51000 0.0013699400 0.0147332500 0.1676518200 0.8162449900 0.0000362717 0.0001273242 0.0003636211 0.0003917633 2.4329553932 0.0325476894 1.1218335849 0.0700969673
0.52000 0.0013405600 0.0143212500 0.1642216700 0.8201165200 0.0000384094 0.0001091981 0.0003320722 0.0003581103 2.4179877401 0.0285829827 1.0944483189 0.0601653633
0.53000 0.0013084900 0.0138951900 0.1609152500 0.8238810700 0.0000377580 0.0001117006 0.0003561307 0.0003518205 2.4033539164 0.0289930983 1.0734636524 0.0568059060
0.54000 0.0012697000 0.0135022400 0.1577081100 0.8275199500 0.0000371074 0.0000980523 0.0003301806 0.0003443420 2.3926607019 0.0306903685 1.0459029208 0.0601595999
0.55000 0.0012430200 0.0131142600 0.1545744200 0.8310683000 0.0000348744 0.0001056751 0.0003057318 0.0003171446 2.3800719022 0.0284370725 1.0315902633 0.0640888498
0.56000 0.0012205500 0.0127367300 0.1515031100 0.8345396100 0.0000326197 0.0001135996 0.0003393996 0.0003548272 2.3726401769 0.0294887363 1.0123889922 0.0607808785
0.57000 0.0011900100 0.0123733200 0.1485298900 0.8379067800 0.0000359041 0.0001088737 0.0003607323 0.0003821692 2.3633830104 0.0296782347 0.9950190922 0.0660115247
0.58000 0.0011668000 0.0120450900 0.1456357100 0.8411524000 0.0000368176 0.0001152912 0.0003889143 0.0004020203 2.3537833256 0.0302573668 0.9850938753 0.0632011536
0.59000 0.0011347400 0.0116908700 0.1428169800 0.8443574100 0.0000282284 0.0001058412 0.0003471785 0.0003629951 2.3378570745 0.0284680640 0.9525500225 0.0644464868
0.60000 0.0011061200 0.0113530600 0.1401575200 0.8473833000 0.0000293148 0.0000995418 0.0003948703 0.0003986383 2.3344902455 0.0267296096 0.9481935373 0.0565653464
0.61000 0.0010798500 0.0110706800 0.1375452300 0.8503042400 0.0000338796 0.0000915754 0.0003164796 0.0003288249 2.3197788479 0.0292043123 0.9206645912 0.0603049003
0.62000 0.0010593000 0.0107483600 0.1349573500 0.8532349900 0.0000316737 0.0000987440 0.0003291930 0.0003495160 2.3168090106 0.0268767837 0.9168557860 0.0568134152
0.63000 0.0010317600 0.0104550400 0.1324395700 0.8560736300 0.0000314376 0.0001009823 0.0003929184 0.0003930602 2.3150068992 0.0265091491 0.9122464062 0.0542680702
0.64000 0.0010038000 0.0101728100 0.1299776500 0.8588457400 0.0000328996 0.0000912629 0.0003238558 0.0003310856 2.2946468903 0.0221221908 0.8790079754 0.0519421473
0.65000 0.0009807900 0.0099056200 0.1276041100 0.8615094800 0.0000260564 0.0000999016 0.0003105001 0.0003313801 2.2943372727 0.0289641114 0.8832641447 0.0636881881
0.66000 0.0009678300 0.0096308300 0.1253576800 0.8640436600 0.0000281052 0.0000883883 0.0003506259 0.0003746698 2.2821859156 0.0326665031 0.8578568609 0.0684796468
0.67000 0.0009346900 0.0093852100 0.1230357000 0.8666444000 0.0000290641 0.0001003933 0.0003541360 0.0003502546 2.2794787281 0.0286447262 0.8477571017 0.0632296852
0.68000 0.0009215100 0.0091276700 0.1208212100 0.8691296100 0.0000314146 0.0001008412 0.0003465482 0.0003472756 2.2698408614 0.0282276983 0.8288901639 0.0692920086
0.69000 0.0008950100 0.0088714200 0.1186994400 0.8715341300 0.0000290038 0.0001100555 0.0003572314 0.0003709340 2.2619596054 0.0320310203 0.8162510852 0.0717946218
0.70000 0.0008849400 0.0086476400 0.1165889800 0.8738784400 0.0000318005 0.0000928169 0.0003509679 0.0003484329 2.2651502618 0.0275784852 0.8234732473 0.0655097175
0.71000 0.0008610400 0.0084227300 0.1145677100 0.8761485200 0.0000230037 0.0000881193 0.0003546009 0.0003705743 2.2478406208 0.0266109959 0.7937608017 0.0594278889
0.72000 0.0008376300 0.0081894800 0.1125828000 0.8783900900 0.0000301785 0.0000858319 0.0003179990 0.0003273628 2.2464345172 0.0261646403 0.7937376832 0.0620230711
0.73000 0.0008253000 0.0079878700 0.1106300200 0.8805568100 0.0000316402 0.0000870814 0.0002718185 0.0002956336 2.2360522714 0.0290724111 0.7685704232 0.0657404429
0.74000 0.0008051800 0.0077670200 0.1087160700 0.8827117300 0.0000315298 0.0000985727 0.0002961835 0.0003025912 2.2347776086 0.0274675022 0.7657038202 0.0639144567
0.75000 0.0007825100 0.0075613600 0.1068863000 0.8847698300 0.0000268954 0.0000917351 0.0003515279 0.0003422613 2.2278452590 0.0273347631 0.7511742002 0.0574182379
0.76000 0.0007735100 0.0073729200 0.1050550500 0.8867985200 0.0000312030 0.0000776179 0.0003100511 0.0003280407 2.2182993637 0.0257800410 0.7346844086 0.0624312101
0.77000 0.0007485900 0.0071926700 0.1032726000 0.8887861400 0.0000306430 0.0000857430 0.0003125070 0.0003349455 2.2129055961 0.0252257936 0.7247069835 0.0565440038
0.78000 0.0007317000 0.0069859900 0.1015468500 0.8907354600 0.0000237285 0.0000863585 0.0003397004 0.0003378735 2.2114618613 0.0262717755 0.7235715686 0.0590252195
0.79000 0.0007166700 0.0068368200 0.0998768800 0.8925696300 0.0000271625 0.0000916622 0.0003145427 0.0003398582 2.2022622830 0.0258416832 0.6965567198 0.0684420539
0.80000 0.0006976300 0.0066419100 0.0982350600 0.8944254000 0.0000270158 0.0000681208 0.0002775875 0.0002797957 2.2015210851 0.0239010287 0.7089167574 0.0614802534
0.81000 0.0006896700 0.0064993900 0.0965909800 0.8962199600 0.0000241653 0.0000786676 0.0002862789 0.0003089737 2.1932241624 0.0260515704 0.6817221338 0.0648025402
0.82000 0.0006722200 0.0063163000 0.0950360900 0.8979753900 0.0000256273 0.0000897731 0.0003290780 0.0003328880 2.1915677564 0.0244303226 0.6843846449 0.0616306743
0.83000 0.0006563000 0.0061498900 0.0934968700 0.8996969400 0.0000236761 0.0000721233 0.0003215651 0.0003363848 2.1860738161 0.0277164647 0.6673594600 0.0624152938
0.84000 0.0006428800 0.0059949500 0.0919534800 0.9014086900 0.0000249587 0.0000776592 0.0002896488 0.0002906008 2.1848481772 0.0245536619 0.6628859327 0.0597086688
0.85000 0.0006283100 0.0058437400 0.0905062300 0.9030217200 0.0000262943 0.0000705533 0.0002862854 0.0002967129 2.1781226780 0.0249307648 0.6521824731 0.0570505424
0.86000 0.0006144200 0.0056961300 0.0890487200 0.9046407300 0.0000239516 0.0000722237 0.0003020433 0.0003215558 2.1725014610 0.0243767633 0.6426271519 0.0583638496
0.87000 0.0005981400 0.0055601200 0.0876805700 0.9061611700 0.0000220527 0.0000759546 0.0003098122 0.0003196082 2.1749025115 0.0273705479 0.6489445978 0.0684816578
0.88000 0.0005884400 0.0054163500 0.0862051500 0.9077900600 0.0000247616 0.0000683779 0.0002714935 0.0002748307 2.1624820062 0.0223404386 0.6158746229 0.0550853241
0.89000 0.0005770100 0.0052855900 0.0849139900 0.9092234100 0.0000235026 0.0000645134 0.0003030047 0.0003088696 2.1556994724 0.0261743379 0.6032587586 0.0650358876
0.90000 0.0005651900 0.0051608500 0.0835618200 0.9107121400 0.0000249183 0.0000865670 0.0002559201 0.0002729300 2.1610095915 0.0294415930 0.6138883507 0.0677751193
0.91000 0.0005535500 0.0050180500 0.0822758300 0.9121525700 0.0000220360 0.0000767435 0.0002834363 0.0003052131 2.1494684478 0.0270554123 0.5889180357 0.0671831721
0.92000 0.0005382500 0.0049079700 0.0810045300 0.9135492500 0.0000224100 0.0000763652 0.0002473499 0.0002451784 2.1505603691 0.0245816695 0.5943979253 0.0621366485
0.93000 0.0005292700 0.0047879800 0.0797291500 0.9149536000 0.0000224184 0.0000723652 0.0002575634 0.0002663142 2.1429093815 0.0254096563 0.5743410052 0.0655376695
0.94000 0.0005173400 0.0046639200 0.0785109500 0.9163077900 0.0000229608 0.0000720333 0.0002672512 0.0002668041 2.1448534676 0.0273349487 0.5808970775 0.0662339358
0.95000 0.0005060200 0.0045555800 0.0773333200 0.9176050800 0.0000218447 0.0000688851 0.0002514287 0.0002544870 2.1373442257 0.0242638347 0.5685874126 0.0686477756
0.96000 0.0004985500 0.0044336600 0.0761282000 0.9189395900 0.0000204175 0.0000670346 0.0002227808 0.0002300250 2.1404825208 0.0255388936 0.5746441585 0.0693907324
0.97000 0.0004819200 0.0043374400 0.0750191400 0.9201615000 0.0000223935 0.0000671063 0.0002437742 0.0002517517 2.1316353153 0.0237138211 0.5524501933 0.0645224450
0.98000 0.0004738600 0.0042430300 0.0738885600 0.9213945500 0.0000204614 0.0000616059 0.0002920228 0.0003035420 2.1340602108 0.0261275515 0.5593093964 0.0685485859
0.99000 0.0004679400 0.0041233900 0.0727877700 0.9226209000 0.0000207767 0.0000672542 0.0002650396 0.0002708114 2.1276346334 0.0258967093 0.5404865069 0.0696761903
1.00000 0.0004545500 0.0040230800 0.0716284200 0.9238939500 0.0000205492 0.0000668219 0.0002588208 0.0002743955 2.1245588721 0.0265357392 0.5383844561 0.0647107822
