#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha-values: N_R = 100
#Delta alpha: d_alpha = 0.01
#Seed: 7012
#
#alpha T A L_eff
0.43000 0.0717580668 2.6344550017 6.1266395388
0.44000 0.0693976721 2.6679019558 6.0634135358
0.45000 0.0676113529 2.6939793675 5.9866208167
0.46000 0.0661716844 2.7155026352 5.9032665982
0.47000 0.0639780680 2.7492149423 5.8493934943
0.48000 0.0622058767 2.7773058025 5.7860537553
0.49000 0.0602844810 2.8086805720 5.7320011673
0.50000 0.0588765141 2.8323130091 5.6646260181
0.51000 0.0573400178 2.8587565083 5.6054049183
0.52000 0.0558900118 2.8843695944 5.5468646046
0.53000 0.0546949974 2.9059830294 5.4829868479
0.54000 0.0529362449 2.9386670164 5.4419759562
0.55000 0.0515175960 2.9658318604 5.3924215644
0.56000 0.0502801978 2.9901439612 5.3395427879
0.57000 0.0489931797 3.0160741811 5.2913582124
0.58000 0.0479649435 3.0372848789 5.2366980671
0.59000 0.0465139038 3.0680040055 5.2000067890
0.60000 0.0454491418 3.0911613416 5.1519355694
0.61000 0.0442617082 3.1176353513 5.1108776251
0.62000 0.0431528395 3.1430070578 5.0693662223
0.63000 0.0421414879 3.1667225623 5.0265437497
0.64000 0.0409364806 3.1957336679 4.9933338562
0.65000 0.0400898397 3.2166323502 4.9486651542
0.66000 0.0390857244 3.2419979844 4.9121181581
0.67000 0.0382890481 3.2625913746 4.8695393651
0.68000 0.0373528156 3.2873469859 4.8343338028
0.69000 0.0365409777 3.3093209726 4.7961173515
0.70000 0.0355678748 3.3363124422 4.7661606317
0.71000 0.0347632731 3.3591938206 4.7312589023
0.72000 0.0338335877 3.3863012512 4.7031961822
0.73000 0.0330003856 3.4112360331 4.6729260727
0.74000 0.0323150097 3.4322234612 4.6381398125
0.75000 0.0317757370 3.4490522677 4.5987363570
0.76000 0.0308625916 3.4782104562 4.5765927055
0.77000 0.0298195383 3.5125914510 4.5618070793
0.78000 0.0293353990 3.5289603354 4.5243081223
0.79000 0.0287130818 3.5504024486 4.4941803146
0.80000 0.0281972408 3.5685311503 4.4606639379
0.81000 0.0274960140 3.5937142290 4.4366842334
0.82000 0.0267131211 3.6226004084 4.4178053760
0.83000 0.0262107188 3.6415868370 4.3874540204
0.84000 0.0258899119 3.6539018889 4.3498832010
0.85000 0.0250904789 3.6852668305 4.3356080358
0.86000 0.0244126838 3.7126524526 4.3170377356
0.87000 0.0238513578 3.7359141305 4.2941541730
0.88000 0.0235319292 3.7493970886 4.2606785097
0.89000 0.0229051325 3.7763942685 4.2431396275
0.90000 0.0225736435 3.7909722721 4.2121914135
0.91000 0.0220133512 3.8161061361 4.1935232265
0.92000 0.0215330023 3.8381685309 4.1719223162
0.93000 0.0210815983 3.8593547362 4.1498438023
0.94000 0.0205760948 3.8836253227 4.1315163008
0.95000 0.0200867867 3.9076930573 4.1133611130
0.96000 0.0197191165 3.9261667343 4.0897570149
0.97000 0.0191433180 3.9558015538 4.0781459318
0.98000 0.0187628982 3.9758738602 4.0570141431
0.99000 0.0183287234 3.9992858658 4.0396826927
1.00000 0.0179045415 4.0227008831 4.0227008831
