0	0
0.01	0
0.02	0
0.03	0
0.04	0.002472799
0.05	0
0.06	0
0.07	0.002472799
0.08	0
0.09	0
0.1	0
0.11	0
0.12	0
0.13	0.002472799
0.14	0
0.15	0
0.16	0
0.17	0
0.18	0
0.19	0
0.2	0
0.21	0.002472799
0.22	0
0.23	0
0.24	0
0.25	0
0.26	0.009891197
0.27	0
0.28	0.002472799
0.29	0.002472799
0.3	0
0.31	0.007418398
0.32	0
0.33	0
0.34	0
0.35	0.022255193
0.36	0.027200791
0.37	0.03214639
0.38	0.037091988
0.39	0.049455984
0.4	0.051928783
0.41	0.044510386
0.42	0.056874382
0.43	0.059347181
0.44	0.051928783
0.45	0.066765579
0.46	0.066765579
0.47	0.056874382
0.48	0.059347181
0.49	0.079129575
0.5	0.066765579
0.51	0.066765579
0.52	0.079129575
0.53	0.084075173
0.54	0.089020772
0.55	0.098911968
0.56	0.113748764
0.57	0.116221563
0.58	0.131058358
0.59	0.136003956
0.6	0.12363996
0.61	0.133531157
0.62	0.138476756
0.63	0.131058358
0.64	0.138476756
0.65	0.131058358
0.66	0.140949555
0.67	0.111275964
0.68	0.101384768
0.69	0.09396637
0.7	0.091493571
0.71	0.071711177
0.72	0.079129575
0.73	0.059347181
0.74	0.064292779
0.75	0.056874382
0.76	0.059347181
0.77	0.049455984
0.78	0.054401583
0.79	0.064292779
0.8	0.056874382
0.81	0.059347181
0.82	0.049455984
0.83	0.06181998
0.84	0.079129575
0.85	0.096439169
0.86	0.081602374
0.87	0.091493571
0.88	0.103857567
0.89	0.09396637
0.9	0.106330366
0.91	0.12611276
0.92	0.133531157
0.93	0.148367953
0.94	0.145895153
0.95	0.160731949
0.96	0.190405539
0.97	0.195351137
0.98	0.247279921
0.99	0.3140455
1	0.393175074
1.01	0.511869436
1.02	0.699802176
1.03	0.890207715
1.04	1.080613254
1.05	1.308110781
1.06	1.429277943
1.07	1.493570722
1.08	1.471315529
1.09	1.372403561
1.1	1.189416419
1.11	0.924826904
1.12	0.71958457
1.13	0.56379822
1.14	0.417903066
1.15	0.3140455
1.16	0.264589515
1.17	0.232443126
1.18	0.24975272
1.19	0.242334322
1.2	0.227497527
1.21	0.207715134
1.22	0.173095945
1.23	0.158259149
1.24	0.133531157
1.25	0.136003956
1.26	0.136003956
1.27	0.12363996
1.28	0.136003956
1.29	0.12611276
1.3	0.113748764
1.31	0.111275964
1.32	0.089020772
1.33	0.071711177
1.34	0.084075173
1.35	0.091493571
1.36	0.091493571
1.37	0.086547972
1.38	0.098911968
1.39	0.098911968
1.4	0.111275964
1.41	0.128585559
1.42	0.148367953
1.43	0.163204748
1.44	0.173095945
1.45	0.185459941
1.46	0.178041543
1.47	0.180514342
1.48	0.185459941
1.49	0.168150346
1.5	0.173095945
1.51	0.170623145
1.52	0.168150346
1.53	0.140949555
1.54	0.143422354
1.55	0.118694362
1.56	0.111275964
1.57	0.101384768
1.58	0.096439169
1.59	0.101384768
1.6	0.084075173
1.61	0.09396637
1.62	0.081602374
1.63	0.074183976
1.64	0.071711177
1.65	0.064292779
1.66	0.066765579
1.67	0.066765579
1.68	0.059347181
1.69	0.06181998
1.7	0.046983185
1.71	0.039564787
1.72	0.037091988
1.73	0.027200791
1.74	0.03214639
1.75	0.012363996
1.76	0.022255193
1.77	0.007418398
1.78	0
1.79	0
1.8	0
1.81	0
1.82	0
1.83	0
1.84	0.007418398
1.85	0
1.86	0
1.87	0
