#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.93
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of R-values: N_R = 26
#Delta R: d_R = 0.025
#Seed: 2
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.25000 0.0065804600 0.4642975000 0.5291220400 0.0000805052 0.0005049851 0.0004942291 2.2238896675 0.0258212556 2.1155876388 0.0426411995
0.27500 0.0062170500 0.4143809700 0.5794019800 0.0000795827 0.0004639074 0.0004801055 2.5436483966 0.0306113373 2.5340841420 0.0489755940
0.30000 0.0057698100 0.3708080900 0.6234221000 0.0000786221 0.0004545943 0.0004586779 2.8633224005 0.0397556187 2.9553327141 0.0691710580
0.32500 0.0053214500 0.3328088900 0.6618696600 0.0000767895 0.0004875525 0.0004832268 3.1859071084 0.0501113944 3.3919329934 0.0812187395
0.35000 0.0049018300 0.2998071700 0.6952910000 0.0000736584 0.0004164415 0.0004113662 3.5209239515 0.0484902462 3.8250517417 0.0854531891
0.37500 0.0045249600 0.2707521100 0.7247229300 0.0000676222 0.0004280133 0.0004336461 3.8456647364 0.0622905061 4.2513997078 0.1020905294
0.40000 0.0041488100 0.2455435000 0.7503076900 0.0000598097 0.0004552807 0.0004609266 4.1842089769 0.0732958227 4.7188998574 0.1186453610
0.42500 0.0038173200 0.2233023500 0.7728803300 0.0000648593 0.0004294833 0.0004274196 4.5283472903 0.0825256762 5.1548478295 0.1337587009
0.45000 0.0035011800 0.2036997900 0.7927990300 0.0000541180 0.0003778339 0.0003788687 4.8417783079 0.0944334764 5.5727708436 0.1860643005
0.47500 0.0032459600 0.1863764800 0.8103775600 0.0000599953 0.0003740792 0.0003786940 5.1621030581 0.0880662725 5.9766040733 0.1754117842
0.50000 0.0030049100 0.1711657300 0.8258293600 0.0000583106 0.0003756696 0.0003775522 5.4767810615 0.1098797421 6.3938501915 0.2089700939
0.52500 0.0027785100 0.1576296600 0.8395918300 0.0000512878 0.0003779319 0.0003873007 5.8239300702 0.1171482675 6.8541629550 0.2400076125
0.55000 0.0025734000 0.1455139500 0.8519126500 0.0000460408 0.0003801376 0.0003790970 6.1241679009 0.1287489850 7.2539060271 0.2309923755
0.57500 0.0024017000 0.1347185900 0.8628797100 0.0000509796 0.0003582419 0.0003537126 6.4504495658 0.1690535054 7.6873621744 0.2973781885
0.60000 0.0022401300 0.1249535000 0.8728063700 0.0000421284 0.0003292608 0.0003333901 6.7591532836 0.1823533922 8.1083300314 0.3081565265
0.62500 0.0020995300 0.1162537700 0.8816467000 0.0000485104 0.0003136395 0.0003098459 7.1165996668 0.1664113683 8.5520292148 0.2886747941
0.65000 0.0019676200 0.1083467500 0.8896856300 0.0000448104 0.0003378434 0.0003380252 7.3881703391 0.2051648795 8.9162409886 0.3399130507
0.67500 0.0018401400 0.1012173400 0.8969425200 0.0000393084 0.0002471340 0.0002514438 7.6970105362 0.2204249369 9.3396459167 0.4038550470
0.70000 0.0017262600 0.0947725700 0.9035011700 0.0000391221 0.0003087973 0.0003165755 8.0014716136 0.2419276126 9.7632526995 0.4574565981
0.72500 0.0016271700 0.0888597100 0.9095131200 0.0000364866 0.0002710666 0.0002687537 8.3273794934 0.2467201752 10.1759733401 0.4312040716
0.75000 0.0015336400 0.0834676500 0.9149987100 0.0000420013 0.0002620377 0.0002714261 8.6703874630 0.2791621772 10.6211319685 0.5198862147
0.77500 0.0014441600 0.0785351500 0.9200206900 0.0000437808 0.0002587399 0.0002617315 8.9143483772 0.3160803327 10.9188123452 0.5575733514
0.80000 0.0013638600 0.0740655600 0.9245705800 0.0000351769 0.0002745087 0.0002742650 9.2501735325 0.3267482067 11.4155338945 0.5764482815
0.82500 0.0012985700 0.0698836700 0.9288177600 0.0000346711 0.0002661419 0.0002609367 9.5727156413 0.3242113859 11.7586105303 0.5623191153
0.85000 0.0012247800 0.0660917200 0.9326835000 0.0000333320 0.0002455795 0.0002434299 9.8070305138 0.3208602993 12.1214339415 0.6228145186
0.87500 0.0011654300 0.0625916300 0.9362429400 0.0000368761 0.0002545321 0.0002562921 10.1222771027 0.3264514325 12.4327039419 0.5995473113
