#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.8
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.25
#Number of photons: N = 1000000
#Number of averages: N_avg = 10
#Number of R-values: N_R = 50
#Delta R: d_R = 0.025
#Seed: 5500
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.82500 0.0007897000 0.0852496000 0.9139607000 0.0000247119 0.0002835537 0.0002701012 4.0613456565 0.1006000880 2.7259713922 0.2556599259
0.85000 0.0007570000 0.0804867000 0.9187563000 0.0000387155 0.0001207183 0.0001270608 4.1768362349 0.0801454354 2.7928484116 0.1982600836
0.87500 0.0007110000 0.0762592000 0.9230298000 0.0000222711 0.0003365524 0.0003402152 4.3373697320 0.1249872267 2.9448230157 0.3417781325
0.90000 0.0006784000 0.0723294000 0.9269922000 0.0000251537 0.0002256759 0.0002208553 4.4618757993 0.0614551063 3.0507727645 0.1347662301
0.92500 0.0006525000 0.0688310000 0.9305165000 0.0000205494 0.0003075560 0.0002955564 4.6004319119 0.1464845854 3.1035581724 0.2978863022
0.95000 0.0006220000 0.0652528000 0.9341252000 0.0000223805 0.0002566687 0.0002629697 4.7204603082 0.1577143277 3.1168334610 0.3571115832
0.97500 0.0005928000 0.0620780000 0.9373292000 0.0000223796 0.0002230939 0.0002240688 4.8608825617 0.1183979779 3.3370321070 0.2801572408
1.00000 0.0005490000 0.0591169000 0.9403341000 0.0000198494 0.0002598472 0.0002625243 5.0793674503 0.2380005641 3.4974138547 0.6155563872
1.02500 0.0005312000 0.0565273000 0.9429415000 0.0000327679 0.0001558048 0.0001534313 5.1262758014 0.1226660565 3.3897505762 0.2740588105
1.05000 0.0005195000 0.0539057000 0.9455748000 0.0000191093 0.0002592477 0.0002622526 5.2881739107 0.1256613899 3.6012752380 0.4244936571
1.07500 0.0004820000 0.0515416000 0.9479764000 0.0000225536 0.0002158045 0.0002146647 5.3741741320 0.1146844125 3.6672887207 0.4022442282
1.10000 0.0004794000 0.0491670000 0.9503536000 0.0000222271 0.0002304619 0.0002165483 5.5421285672 0.2287329576 3.7959427196 0.6114107860
1.12500 0.0004494000 0.0472922000 0.9522584000 0.0000196650 0.0001825266 0.0001880787 5.6026142368 0.1472975146 3.7317894672 0.3732685963
1.15000 0.0004309000 0.0453182000 0.9542509000 0.0000186574 0.0002238476 0.0002311308 5.7670317908 0.2319241005 3.9461024097 0.6838755749
1.17500 0.0004148000 0.0435146000 0.9560706000 0.0000164641 0.0002508635 0.0002475512 5.8471821007 0.1777705002 3.9809517098 0.4869694267
1.20000 0.0004082000 0.0415730000 0.9580188000 0.0000139507 0.0001679180 0.0001656474 6.1720123435 0.2041177668 4.4499859065 0.5515002214
1.22500 0.0003816000 0.0399286000 0.9596898000 0.0000121765 0.0002305386 0.0002238798 6.1436340547 0.2107453259 4.3384568982 0.5649986053
1.25000 0.0003728000 0.0384389000 0.9611883000 0.0000170020 0.0002001258 0.0002039848 6.3083833448 0.2056998466 4.4945208352 0.7551277876
1.27500 0.0003568000 0.0370243000 0.9626189000 0.0000160402 0.0001201019 0.0001181773 6.4321985503 0.1828331793 4.4213598539 0.4320572145
1.30000 0.0003482000 0.0355774000 0.9640744000 0.0000236305 0.0002287625 0.0002306706 6.4262471898 0.1626970632 4.2516552784 0.5225735781
1.32500 0.0003330000 0.0342952000 0.9653718000 0.0000235089 0.0001665472 0.0001736534 6.6955620662 0.1875875903 4.4761678076 0.6005057787
1.35000 0.0003187000 0.0331321000 0.9665492000 0.0000162553 0.0001431545 0.0001469851 6.7596787179 0.3063817086 4.6284832683 0.7335386353
1.37500 0.0003117000 0.0319187000 0.9677696000 0.0000117478 0.0000859820 0.0000900262 6.7927281122 0.1707343578 4.6202146899 0.6004580263
1.40000 0.0003042000 0.0309285000 0.9687673000 0.0000210808 0.0002387087 0.0002562464 6.8602919037 0.1734892153 4.4346646440 0.8697627766
1.42500 0.0002986000 0.0298552000 0.9698462000 0.0000168734 0.0001420390 0.0001399665 7.1245701829 0.2254702335 4.8222990517 0.6137634316
1.45000 0.0002728000 0.0288606000 0.9708666000 0.0000185999 0.0001739599 0.0001767649 7.1989886887 0.2110727732 4.9130921566 0.6603840847
1.47500 0.0002693000 0.0278808000 0.9718499000 0.0000140795 0.0001297337 0.0001309329 7.4981115637 0.3532518177 5.2196029664 0.9468144299
1.50000 0.0002566000 0.0268942000 0.9728492000 0.0000196197 0.0001191887 0.0001148272 7.6802288896 0.3122546928 5.5528756542 0.8016286437
1.52500 0.0002552000 0.0261937000 0.9735511000 0.0000169954 0.0001085184 0.0001056056 7.6058443207 0.3159469137 5.2135472458 0.9970847585
