#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.8
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.25
#Number of photons: N = 1000000
#Number of averages: N_avg = 10
#Number of R-values: N_R = 50
#Delta R: d_R = 0.025
#Seed: 5500
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.30000 0.0033044000 0.4690428000 0.5276528000 0.0000413822 0.0003595769 0.0003691867 1.1019955381 0.0086258648 0.5265043039 0.0320564350
0.32500 0.0032079000 0.4163210000 0.5804711000 0.0000425270 0.0003448942 0.0003500344 1.2605350087 0.0133708688 0.6198170382 0.0425403807
0.35000 0.0030089000 0.3719325000 0.6250586000 0.0000541325 0.0003202431 0.0003401471 1.4194307418 0.0170971073 0.7320024308 0.0382285001
0.37500 0.0027768000 0.3345583000 0.6626649000 0.0000749515 0.0004156815 0.0004628699 1.5650962592 0.0117526602 0.8314144915 0.0355067469
0.40000 0.0025810000 0.3024729000 0.6949461000 0.0000402244 0.0004537112 0.0004462691 1.7209058815 0.0141513090 0.9659986924 0.0418195511
0.42500 0.0023490000 0.2742462000 0.7234048000 0.0000524616 0.0003600774 0.0003468573 1.8645907005 0.0152800955 1.0596709279 0.0481730367
0.45000 0.0021638000 0.2500400000 0.7477962000 0.0000612677 0.0003572553 0.0003821988 2.0132366208 0.0165506941 1.1827602911 0.0694563678
0.47500 0.0019959000 0.2282930000 0.7697111000 0.0000482665 0.0003100258 0.0002995398 2.1449023644 0.0311251627 1.2538424051 0.0776493472
0.50000 0.0018782000 0.2094831000 0.7886387000 0.0000335586 0.0004052296 0.0004127684 2.3145432721 0.0214303732 1.4098750093 0.0840329604
0.52500 0.0017118000 0.1926028000 0.8056854000 0.0000417713 0.0002028282 0.0002179868 2.4499371773 0.0350477953 1.5438526405 0.1255578901
0.55000 0.0015973000 0.1774330000 0.8209697000 0.0000295900 0.0004498746 0.0004568080 2.6086909574 0.0326570368 1.6936423813 0.1007942793
0.57500 0.0014877000 0.1644666000 0.8340457000 0.0000476726 0.0004372620 0.0004185626 2.7363822449 0.0447873824 1.6977124032 0.1327265289
0.60000 0.0013814000 0.1526488000 0.8459698000 0.0000420745 0.0004240809 0.0004299490 2.8586690062 0.0663035796 1.7992103138 0.1165932310
0.62500 0.0012837000 0.1414701000 0.8572462000 0.0000447711 0.0001479748 0.0001835192 2.9932090843 0.0607352011 1.9027701311 0.1454216672
0.65000 0.0012091000 0.1321371000 0.8666538000 0.0000350918 0.0004872609 0.0005064819 3.1103613802 0.0687882038 1.9994860587 0.1511661512
0.67500 0.0011221000 0.1234325000 0.8754454000 0.0000286607 0.0002500299 0.0002550757 3.2763158561 0.0653006912 2.0904044476 0.1331985882
0.70000 0.0010742000 0.1154611000 0.8834647000 0.0000281890 0.0002950990 0.0003048577 3.3983688094 0.0904147851 2.1788618566 0.2153510748
0.72500 0.0009913000 0.1082493000 0.8907594000 0.0000292159 0.0002511790 0.0002531386 3.5312300274 0.1024761822 2.2674268196 0.2446596688
0.75000 0.0009398000 0.1017518000 0.8973084000 0.0000247692 0.0002371365 0.0002494751 3.6882595717 0.0649581867 2.4517738224 0.2012624759
0.77500 0.0008980000 0.0957599000 0.9033421000 0.0000190846 0.0003352718 0.0003270363 3.7888559858 0.0696611601 2.5031558170 0.1442786310
0.80000 0.0008437000 0.0901850000 0.9089713000 0.0000197656 0.0002785426 0.0002682665 3.9116576543 0.0735503005 2.5311215145 0.1731316597
