#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 1
#Anisotropy: g 0.6
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha_s-values: N_alpha_s = 25
#Delta alpha_a: d_alpha_a = 0.04
#Seed: 9920
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.01000 0.0022759050 0.2096129810 0.6915349292 0.0965761847 0.0000397812 0.0003471627 0.0003558202 0.0000871028 8.5337383001 0.1553048612 8.7567333461 0.2138425908
0.05000 0.0017010259 0.1486183728 0.4958470451 0.3538335561 0.0000350079 0.0002868756 0.0003379136 0.0002624486 6.3181189588 0.1043940716 6.2962278976 0.0984228342
0.09000 0.0013606132 0.1134727399 0.3828935576 0.5022730893 0.0000302962 0.0002400635 0.0003356807 0.0003172704 5.0983637999 0.0788358474 4.8754672307 0.0745362769
0.13000 0.0011268539 0.0907908443 0.3092327528 0.5988495490 0.0000261382 0.0002115772 0.0003156699 0.0003204259 4.3315884145 0.0662414676 3.9485104125 0.0489025020
0.17000 0.0009552680 0.0750071677 0.2576022161 0.6664353484 0.0000259982 0.0001887450 0.0002896825 0.0003168935 3.8061480059 0.0552756416 3.2898801190 0.0568076431
0.21000 0.0008266071 0.0634041230 0.2193741406 0.7163951293 0.0000229003 0.0001622199 0.0002908766 0.0002858817 3.4396262086 0.0460808042 2.8149730566 0.0461413709
0.25000 0.0007239386 0.0546146997 0.1898986871 0.7547626748 0.0000207279 0.0001819431 0.0002689739 0.0002988245 3.1599626554 0.0509080382 2.4480678519 0.0436934854
0.29000 0.0006372006 0.0476560589 0.1665949941 0.7851117467 0.0000219626 0.0001533035 0.0002500854 0.0002614959 2.9477906902 0.0368661884 2.1600765736 0.0407744592
0.33000 0.0005701745 0.0421214272 0.1477079796 0.8096004192 0.0000181779 0.0001405307 0.0002368085 0.0002611105 2.7845440371 0.0417681415 1.9301059654 0.0400633858
0.37000 0.0005117304 0.0375937267 0.1321307098 0.8297638334 0.0000168245 0.0001342291 0.0002377017 0.0002304646 2.6512397182 0.0396224481 1.7348763923 0.0420900590
0.41000 0.0004608629 0.0338696140 0.1189638760 0.8467056472 0.0000143309 0.0001311706 0.0002073778 0.0002335555 2.5422272151 0.0376919957 1.5789721372 0.0354271829
0.45000 0.0004168547 0.0307179326 0.1078089923 0.8610562213 0.0000150565 0.0001054653 0.0002406786 0.0002478050 2.4513947211 0.0344753485 1.4510415042 0.0329206036
0.49000 0.0003792047 0.0280537558 0.0982359325 0.8733311086 0.0000157252 0.0001182641 0.0002091909 0.0002206416 2.3685975654 0.0275547393 1.3372035885 0.0372121010
0.53000 0.0003434347 0.0257706981 0.0898908832 0.8839949842 0.0000144499 0.0000944995 0.0001981488 0.0002240049 2.3065243998 0.0278909937 1.2484111140 0.0329585362
0.57000 0.0003152040 0.0237941098 0.0825970132 0.8932936734 0.0000119467 0.0001057279 0.0001986676 0.0002248667 2.2515711337 0.0249047972 1.1632915225 0.0349578841
0.61000 0.0002871636 0.0220882430 0.0761296236 0.9014949708 0.0000146180 0.0000963541 0.0001729689 0.0001965690 2.1953395098 0.0326495927 1.0956161125 0.0363180888
0.65000 0.0002641945 0.0205686347 0.0704505125 0.9087166590 0.0000132672 0.0000940566 0.0001832933 0.0002006994 2.1484556603 0.0284308936 1.0366639663 0.0313320382
0.69000 0.0002398715 0.0192725453 0.0653446562 0.9151429258 0.0000114324 0.0000902530 0.0001955698 0.0002077975 2.1141260687 0.0273008631 0.9880893993 0.0359824630
0.73000 0.0002227255 0.0181142301 0.0607242888 0.9209387554 0.0000106037 0.0000906044 0.0001413577 0.0001543892 2.0784971683 0.0271600510 0.9486701318 0.0341618761
0.77000 0.0002040476 0.0170620085 0.0565945805 0.9261393635 0.0000120924 0.0000856914 0.0001510794 0.0001686459 2.0377605951 0.0294067642 0.9103603057 0.0367467230
0.81000 0.0001904997 0.0161514044 0.0528335740 0.9308245240 0.0000106053 0.0000831131 0.0001459929 0.0001518039 2.0063565139 0.0289723685 0.8698644130 0.0362292208
0.85000 0.0001737164 0.0153405402 0.0494630126 0.9350227292 0.0000096421 0.0000780897 0.0001425299 0.0001606854 1.9763413553 0.0278772483 0.8432589599 0.0340043088
0.89000 0.0001605909 0.0145892805 0.0463442777 0.9389058502 0.0000089194 0.0000774529 0.0001471725 0.0001492600 1.9473566094 0.0309960002 0.8291511277 0.0365629299
0.93000 0.0001495559 0.0139216727 0.0435422018 0.9423865713 0.0000070062 0.0000780316 0.0001450650 0.0001516271 1.9245590609 0.0295386923 0.8010960947 0.0334382903
0.97000 0.0001370513 0.0133350658 0.0409163368 0.9456115450 0.0000079667 0.0000716109 0.0001439711 0.0001482936 1.9015887328 0.0330499350 0.7893234124 0.0348424717
