#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 4
#Anisotropy: g = 0.9
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 30
#Number of alpha-values: N_alpha_s = 50
#Delta alpha_a: d_alpha_a = 0.01
#Seed: 9803
#
#alpha T A L_eff
0.01000 0.6020982081 0.5073347106 50.7334710646
0.02000 0.5358663969 0.6238704085 31.1935204261
0.03000 0.5037063329 0.6857618536 22.8587284519
0.04000 0.4681007487 0.7590717312 18.9767932791
0.05000 0.4318473208 0.8396831773 16.7936635451
0.06000 0.4044529130 0.9052199572 15.0869992867
0.07000 0.3926704544 0.9347845574 13.3540651060
0.08000 0.3567140725 1.0308207355 12.8852591942
0.09000 0.3455637942 1.0625780098 11.8064223313
0.10000 0.3263947170 1.1196478418 11.1964784179
0.11000 0.3103959540 1.1699065255 10.6355138686
0.12000 0.2947699002 1.2215602263 10.1796685523
0.13000 0.2783458566 1.2788908499 9.8376219223
0.14000 0.2617846508 1.3402330566 9.5730932617
0.15000 0.2540488157 1.3702288427 9.1348589513
0.16000 0.2421290494 1.4182844329 8.8642777057
0.17000 0.2340364449 1.4522784285 8.5428142853
0.18000 0.2242020028 1.4952078352 8.3067101958
0.19000 0.2164407916 1.5304382490 8.0549381526
0.20000 0.2052861358 1.5833504885 7.9167524426
0.21000 0.1949056554 1.6352396560 7.7868555046
0.22000 0.1939926731 1.6399348882 7.4542494916
0.23000 0.1843102246 1.6911349377 7.3527605987
0.24000 0.1769717007 1.7317654422 7.2156893426
0.25000 0.1734870148 1.7516525252 7.0066101008
0.26000 0.1696169173 1.7742128122 6.8238954316
0.27000 0.1628712941 1.8147949970 6.7214629520
0.28000 0.1543365982 1.8686193592 6.6736405686
0.29000 0.1496307297 1.8995848223 6.5502924907
0.30000 0.1491933591 1.9025121023 6.3417070077
0.31000 0.1405166140 1.9624295480 6.3304178969
0.32000 0.1366390101 1.9904127936 6.2200399801
0.33000 0.1300162848 2.0400955685 6.1821077832
0.34000 0.1322923963 2.0227406824 5.9492373012
0.35000 0.1263761165 2.0684927667 5.9099793334
0.36000 0.1231875077 2.0940476314 5.8167989760
0.37000 0.1193428583 2.1257547665 5.7452831528
0.38000 0.1146713309 2.1656852343 5.6991716693
0.39000 0.1152544466 2.1606130156 5.5400333733
0.40000 0.1100276796 2.2070233117 5.5175582794
0.41000 0.1065978903 2.2386915587 5.4602233139
0.42000 0.1037035097 2.2662193196 5.3957602848
0.43000 0.0998174100 2.3044126620 5.3590992138
0.44000 0.0999740929 2.3028441980 5.2337368135
0.45000 0.0955590308 2.3480110994 5.2178024431
0.46000 0.0933009643 2.3719248360 5.1563583390
0.47000 0.0899241806 2.4087884016 5.1250817054
0.48000 0.0888236093 2.4211027934 5.0439641530
0.49000 0.0880951997 2.4293372339 4.9578310897
0.50000 0.0860615505 2.4526925351 4.9053850702
