#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 2
#Anisotropy: g 0.9
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of alpha_s-values: N_alpha_s = 25
#Delta alpha_a: d_alpha_a = 0.04
#Seed: 9911
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.01000 0.0024411045 0.2064504082 0.6940754839 0.0000000000 0.0000474683 0.0004191136 0.0004206751 0.0000000000 8.1976053432 0.1415472916 8.6599946160 0.2031221373
0.05000 0.0018437699 0.1446025506 0.4978883503 0.0000000000 0.0000381402 0.0002856755 0.0003435951 0.0000000000 6.0535197175 0.0955383396 6.1854120912 0.0874904350
0.09000 0.0014882455 0.1091390891 0.3841652802 0.0000000000 0.0000316245 0.0002342147 0.0003321009 0.0000000000 4.8754051562 0.0703676659 4.7434556883 0.0704024745
0.13000 0.0012373152 0.0860638758 0.3103119559 0.0000000021 0.0000269988 0.0002256252 0.0003072260 0.0000000001 4.1479998741 0.0582750116 3.8145750199 0.0521078307
0.17000 0.0010560609 0.0700280126 0.2583104714 0.0000000151 0.0000251741 0.0001735638 0.0003198544 0.0000000003 3.6692613004 0.0477542766 3.1638621562 0.0474001327
0.21000 0.0009201810 0.0583032946 0.2199077761 0.0000000545 0.0000228164 0.0001627317 0.0002348759 0.0000000007 3.3370214549 0.0408104382 2.6881770704 0.0375542585
0.25000 0.0008080577 0.0493857220 0.1903209207 0.0000001360 0.0000192257 0.0001576247 0.0002401029 0.0000000011 3.0829549264 0.0377022733 2.3247626351 0.0363253515
0.29000 0.0007152161 0.0423856821 0.1668444008 0.0000002232 0.0000198423 0.0001475971 0.0002664550 0.0000000013 2.8957804604 0.0320259273 2.0404188667 0.0318297303
0.33000 0.0006423565 0.0367745031 0.1478328464 0.0000003777 0.0000188653 0.0001351550 0.0002457526 0.0000000019 2.7431938625 0.0338094823 1.8060595190 0.0349535953
0.37000 0.0005742504 0.0322004759 0.1321049981 0.0000005910 0.0000162128 0.0001133923 0.0002052521 0.0000000025 2.6262762418 0.0270266494 1.6187364733 0.0313970162
0.41000 0.0005163521 0.0284581134 0.1188947958 0.0000007753 0.0000159908 0.0001125937 0.0002113554 0.0000000027 2.5343078285 0.0240061855 1.4620687281 0.0272305208
0.45000 0.0004692396 0.0253016864 0.1076694875 0.0000009835 0.0000130999 0.0000981986 0.0001830150 0.0000000028 2.4487002243 0.0239559569 1.3268364051 0.0257430696
0.49000 0.0004256753 0.0226163458 0.0980313511 0.0000011442 0.0000152646 0.0000922166 0.0001888397 0.0000000032 2.3910975159 0.0249419321 1.2211647408 0.0268705702
0.53000 0.0003868844 0.0203337289 0.0896245619 0.0000015279 0.0000154376 0.0000813264 0.0001835248 0.0000000035 2.3369587509 0.0222749037 1.1240500793 0.0264666124
0.57000 0.0003543477 0.0183810424 0.0822605885 0.0000017212 0.0000125597 0.0000814858 0.0001698948 0.0000000033 2.2837152244 0.0199654361 1.0366888016 0.0270139321
0.61000 0.0003208537 0.0166869574 0.0758244634 0.0000016457 0.0000126173 0.0000853225 0.0001816334 0.0000000037 2.2477176071 0.0187730598 0.9712175369 0.0265170750
0.65000 0.0002936741 0.0151906707 0.0700846056 0.0000021797 0.0000111097 0.0000684888 0.0001615492 0.0000000041 2.2122343084 0.0180896106 0.9062032630 0.0228543683
0.69000 0.0002703878 0.0139106066 0.0649262519 0.0000023753 0.0000104667 0.0000624812 0.0001442394 0.0000000041 2.1770690871 0.0200943281 0.8506735186 0.0279896129
0.73000 0.0002472566 0.0127676458 0.0603492201 0.0000019674 0.0000099975 0.0000651519 0.0001491172 0.0000000035 2.1542974697 0.0193455049 0.8041645370 0.0244751915
0.77000 0.0002286725 0.0117576198 0.0561518084 0.0000023569 0.0000084609 0.0000567914 0.0001384317 0.0000000036 2.1297475655 0.0166809871 0.7572778911 0.0240361411
0.81000 0.0002095521 0.0108703154 0.0523980180 0.0000030077 0.0000093261 0.0000602923 0.0001326755 0.0000000046 2.1083031975 0.0149682164 0.7230038969 0.0271216622
0.85000 0.0001928718 0.0100740701 0.0490028070 0.0000027747 0.0000074085 0.0000680315 0.0001366783 0.0000000039 2.0849220476 0.0193704870 0.6935316694 0.0235259801
0.89000 0.0001754504 0.0093643426 0.0458483756 0.0000027233 0.0000075412 0.0000570311 0.0001420059 0.0000000037 2.0714622941 0.0205058134 0.6675723094 0.0288832582
0.93000 0.0001626502 0.0087256706 0.0430441000 0.0000026771 0.0000075283 0.0000560100 0.0001203550 0.0000000033 2.0512918552 0.0185829596 0.6377860709 0.0277011959
0.97000 0.0001481344 0.0081729565 0.0403847948 0.0000028290 0.0000071539 0.0000516621 0.0001219409 0.0000000038 2.0351830208 0.0206101657 0.6243781191 0.0266137494
