#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 1e-06
#Anisotropy: g 0.9
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 30
#Number of alpha_s-values: N_alpha_s = 50
#Delta alpha_a: d_alpha_a = 0.01
#Seed: 9800
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.36000 0.0010153351 0.0301597776 0.1349000451 0.0000020851 0.0001061466 0.0005647074 0.0014640164 0.0000000050 2.3653901947 0.1271544609 1.2338032601 0.3167289508
0.37000 0.0009940020 0.0291087738 0.1316686955 0.0000020385 0.0001043073 0.0005202303 0.0010642558 0.0000000041 2.3439809473 0.1269334963 1.2376564817 0.3349054708
0.38000 0.0009656685 0.0280861012 0.1278540138 0.0000019967 0.0000871655 0.0004329818 0.0010440567 0.0000000039 2.3253280578 0.0927009403 1.1365096460 0.2525915453
0.39000 0.0009596686 0.0270347629 0.1242029955 0.0000019571 0.0000654153 0.0005030159 0.0008731339 0.0000000026 2.3168955503 0.0974952777 1.1260905204 0.2546534717
0.40000 0.0008976686 0.0261270918 0.1212749857 0.0000019159 0.0001032132 0.0003970505 0.0009760523 0.0000000032 2.2975385134 0.1319644181 1.0740958308 0.3272904064
0.41000 0.0009026686 0.0252400867 0.1179903051 0.0000018791 0.0000956983 0.0004698045 0.0008374628 0.0000000028 2.3210746933 0.1199239677 1.1871234051 0.3816601804
0.42000 0.0008600018 0.0245170842 0.1152399604 0.0000018420 0.0000996890 0.0004614745 0.0009906639 0.0000000032 2.2631035873 0.1230719789 1.0054714952 0.2749877095
0.43000 0.0008610016 0.0235174143 0.1122179534 0.0000018063 0.0000731720 0.0003861300 0.0009153493 0.0000000028 2.3053744408 0.1521835898 1.1351809955 0.4108720034
0.44000 0.0008433349 0.0228870782 0.1094302718 0.0000017731 0.0000947350 0.0005340298 0.0009459054 0.0000000034 2.2525866118 0.0909783217 1.0115036824 0.2890195463
0.45000 0.0007993350 0.0219887397 0.1068005935 0.0000017409 0.0000789122 0.0004619417 0.0008964698 0.0000000026 2.2774200120 0.1323068576 0.9949465124 0.2979738904
0.46000 0.0007930014 0.0212884048 0.1044282502 0.0000017094 0.0000857080 0.0004929364 0.0009223277 0.0000000031 2.2466768406 0.1375329292 0.9990321517 0.4637984737
0.47000 0.0007843348 0.0206214013 0.1016345757 0.0000016797 0.0000757802 0.0005167907 0.0009442491 0.0000000027 2.2321973035 0.1053956541 0.9195493772 0.2821470811
0.48000 0.0007730018 0.0201083979 0.0994759020 0.0000016492 0.0000907877 0.0004023040 0.0008712481 0.0000000030 2.2133313536 0.1129254639 0.8651940785 0.3073405521
0.49000 0.0007563347 0.0193810620 0.0971742254 0.0000016207 0.0000859625 0.0003686354 0.0010089704 0.0000000022 2.2246868609 0.0885169364 0.9474055946 0.2722340764
0.50000 0.0007430014 0.0188603949 0.0949118856 0.0000015942 0.0000763002 0.0004479489 0.0008695858 0.0000000026 2.2048839469 0.0927748933 0.8624197525 0.2451967901
