#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 3
#Anisotropy: g 0.9
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 30
#Number of alpha_s-values: N_alpha_s = 50
#Delta alpha_a: d_alpha_a = 0.01
#Seed: 9802
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.20000 0.0008237184 0.0623407358 0.2285278579 0.0000000387 0.0000658452 0.0005227220 0.0008788408 0.0000000018 3.6340498558 0.1497289976 2.9337861336 0.1474886563
0.21000 0.0008154244 0.0596322899 0.2201840138 0.0000000490 0.0000598096 0.0005046523 0.0006829317 0.0000000018 3.4981015446 0.1834685284 2.8082434063 0.1243571651
0.22000 0.0007660383 0.0574450657 0.2118839682 0.0000000666 0.0000542603 0.0006517416 0.0007462150 0.0000000026 3.4784554691 0.1426329739 2.7671317610 0.1254296851
0.23000 0.0007302384 0.0550004427 0.2042335232 0.0000000846 0.0000504130 0.0004152359 0.0008670146 0.0000000032 3.3849849061 0.1331674587 2.6590821018 0.1101550946
0.24000 0.0007020114 0.0528584178 0.1974521014 0.0000001013 0.0000573581 0.0006688906 0.0007817510 0.0000000030 3.3398004590 0.1437454297 2.5348781349 0.1190130749
0.25000 0.0006769798 0.0509069620 0.1902966498 0.0000001263 0.0000566657 0.0004536048 0.0007420918 0.0000000040 3.2763860023 0.1272692483 2.4928818846 0.0982648492
0.26000 0.0006659230 0.0488678048 0.1845042896 0.0000001443 0.0000596662 0.0004652581 0.0007460444 0.0000000035 3.2354664131 0.1344175092 2.4037865388 0.1217768682
0.27000 0.0006487245 0.0471082240 0.1783634050 0.0000001702 0.0000606831 0.0003834678 0.0007943936 0.0000000045 3.1539712325 0.1286188720 2.3109153910 0.1054810227
0.28000 0.0006221733 0.0455514135 0.1723494573 0.0000001872 0.0000531607 0.0003952846 0.0008626222 0.0000000030 3.1136953887 0.1217184205 2.2596273747 0.1131654524
0.29000 0.0005906932 0.0440587675 0.1671255353 0.0000002347 0.0000516457 0.0004212990 0.0007071437 0.0000000060 3.0875451870 0.1187110036 2.2365100257 0.1073043563
0.30000 0.0005903785 0.0424843439 0.1620620297 0.0000002663 0.0000542309 0.0004265019 0.0006664933 0.0000000057 3.0236716221 0.1232180162 2.1188112834 0.0850712832
0.31000 0.0005525288 0.0409916494 0.1569977801 0.0000002766 0.0000538219 0.0003596628 0.0007982771 0.0000000047 2.9721285445 0.1215274905 2.0811694163 0.1142321828
0.32000 0.0005452964 0.0395442686 0.1524973147 0.0000003289 0.0000468108 0.0004436915 0.0007549357 0.0000000073 2.8946822698 0.1029207977 1.9944070392 0.1048449791
0.33000 0.0005271425 0.0384875904 0.1481940205 0.0000003537 0.0000608469 0.0003722615 0.0007500026 0.0000000058 2.9043037302 0.1380112808 1.9500932361 0.1010402171
0.34000 0.0005191529 0.0371168194 0.1438397057 0.0000003875 0.0000453990 0.0003264196 0.0006255751 0.0000000056 2.8908984875 0.1277917115 1.8980060188 0.1016627291
0.35000 0.0005070815 0.0359479914 0.1402287449 0.0000004283 0.0000444993 0.0003765800 0.0008328583 0.0000000059 2.8121698545 0.1034450125 1.8403202087 0.0960226288
0.36000 0.0004948561 0.0349027354 0.1359088590 0.0000004862 0.0000592112 0.0004279790 0.0005778458 0.0000000065 2.7612582269 0.1121570700 1.8027454260 0.0856742065
0.37000 0.0004786413 0.0337811651 0.1323834130 0.0000005600 0.0000405985 0.0003328879 0.0006109975 0.0000000085 2.7214290008 0.0965284227 1.7299014731 0.1054541832
0.38000 0.0004888473 0.0328143963 0.1288750743 0.0000005696 0.0000462169 0.0004347800 0.0007419700 0.0000000093 2.6670964998 0.1187758087 1.7036510139 0.0940758605
0.39000 0.0004576179 0.0318620992 0.1254904859 0.0000005831 0.0000459504 0.0003154597 0.0005581783 0.0000000069 2.6977103470 0.1139797406 1.6664723107 0.1013701314
0.40000 0.0004460708 0.0309699892 0.1222285729 0.0000007041 0.0000380063 0.0003077672 0.0006861307 0.0000000082 2.6404314846 0.0976081409 1.6289082397 0.0821089156
0.41000 0.0004184530 0.0300131133 0.1195811480 0.0000007450 0.0000462782 0.0003465325 0.0007126828 0.0000000079 2.6354532371 0.1172536996 1.6020780309 0.0980949514
0.42000 0.0004227686 0.0291696403 0.1162780410 0.0000007891 0.0000473932 0.0003128832 0.0006952091 0.0000000092 2.6182928984 0.1141844215 1.5798347000 0.0981610892
0.43000 0.0004088242 0.0285188201 0.1133608050 0.0000008512 0.0000396793 0.0003412571 0.0007286483 0.0000000101 2.5721407174 0.0962644779 1.5082345384 0.1015056093
0.44000 0.0004096657 0.0276699224 0.1105956444 0.0000008005 0.0000345804 0.0003550884 0.0005438366 0.0000000067 2.5283914561 0.0948322268 1.4648111291 0.0972109385
0.45000 0.0003727971 0.0269636863 0.1080247882 0.0000008781 0.0000431244 0.0003014037 0.0005394381 0.0000000070 2.5852997739 0.0795613941 1.5059987914 0.0906610596
0.46000 0.0003745086 0.0261441603 0.1053487740 0.0000009791 0.0000445488 0.0002425334 0.0007154405 0.0000000096 2.5301643138 0.1245941306 1.4342980540 0.0989787088
0.47000 0.0003756554 0.0255387052 0.1030403436 0.0000009398 0.0000381793 0.0003426749 0.0005908707 0.0000000088 2.5031470131 0.1075664071 1.4198678969 0.0816669884
0.48000 0.0003607176 0.0247768394 0.1005594749 0.0000010509 0.0000398890 0.0002885989 0.0005259858 0.0000000106 2.5001511437 0.0905091321 1.3691256463 0.0941689701
0.49000 0.0003484637 0.0241584175 0.0983749098 0.0000010203 0.0000344910 0.0003711945 0.0005826491 0.0000000080 2.4741274691 0.0848468327 1.3378389079 0.0812475152
0.50000 0.0003366506 0.0236265393 0.0958249158 0.0000011822 0.0000444680 0.0003098391 0.0005123356 0.0000000124 2.4663867910 0.1124822775 1.3367756513 0.0879831453
