#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Scattering coefficient: alpha_s = 2
#Anisotropy: g 0.9
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 30
#Number of alpha_s-values: N_alpha_s = 50
#Delta alpha_a: d_alpha_a = 0.01
#Seed: 9801
#
#alpha_a <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.12000 0.0012937626 0.0909163507 0.3266111868 0.0000000010 0.0001063260 0.0006131818 0.0008966711 0.0000000003 4.3625683413 0.1989209637 4.0705386165 0.1972456357
0.13000 0.0012550690 0.0860815431 0.3102260390 0.0000000021 0.0001075731 0.0005206596 0.0008265557 0.0000000005 4.1625079618 0.2002246216 3.7779894711 0.2049591673
0.14000 0.0011777012 0.0813651632 0.2959337376 0.0000000037 0.0000730188 0.0006423664 0.0010156633 0.0000000005 4.0098196949 0.1643319429 3.6717229383 0.1454329157
0.15000 0.0011216532 0.0774042203 0.2823124252 0.0000000064 0.0000774901 0.0006755576 0.0009396587 0.0000000008 3.8859282596 0.1828828509 3.4341388411 0.1700906227
0.16000 0.0011005540 0.0735696073 0.2697841004 0.0000000104 0.0000774238 0.0006132396 0.0008313713 0.0000000010 3.7665331434 0.1519535947 3.2961509791 0.1557018093
0.17000 0.0010580895 0.0701329268 0.2582137419 0.0000000154 0.0000826323 0.0005689288 0.0008362176 0.0000000015 3.6206514995 0.1135704576 3.1267770252 0.1033322536
0.18000 0.0010309393 0.0667089833 0.2479070498 0.0000000238 0.0000724034 0.0005117467 0.0009064862 0.0000000015 3.5624480586 0.1547075246 3.0138676814 0.1441998798
0.19000 0.0009966505 0.0637779979 0.2378230023 0.0000000325 0.0000866147 0.0004619078 0.0008632137 0.0000000018 3.4863958172 0.1220410993 2.9101613445 0.1237852368
0.20000 0.0009698791 0.0609902086 0.2284200259 0.0000000451 0.0000830294 0.0006162932 0.0007932331 0.0000000020 3.3991617765 0.1327906022 2.7866721681 0.1344600696
0.21000 0.0009264262 0.0582778123 0.2198834665 0.0000000547 0.0000705444 0.0005046693 0.0008320330 0.0000000021 3.2950407714 0.1403463776 2.6621568767 0.1462155263
0.22000 0.0008832891 0.0557853262 0.2116407721 0.0000000697 0.0000743359 0.0004993823 0.0006465185 0.0000000027 3.2889984312 0.1461412464 2.6169412219 0.1519730522
0.23000 0.0008603439 0.0533954255 0.2041030835 0.0000000924 0.0000702924 0.0004881571 0.0007936154 0.0000000027 3.2219779421 0.1142869639 2.5029496898 0.1267059963
0.24000 0.0008425796 0.0513925581 0.1968859157 0.0000001099 0.0000597751 0.0004071774 0.0007874173 0.0000000028 3.1200465881 0.0950745229 2.4137149245 0.1324732740
0.25000 0.0008053998 0.0492311169 0.1900286722 0.0000001374 0.0000597876 0.0004768054 0.0008256244 0.0000000033 3.0767138482 0.0887620259 2.3144239084 0.1240527134
0.26000 0.0007654186 0.0474560747 0.1839477715 0.0000001480 0.0000522860 0.0003905121 0.0008053375 0.0000000031 3.0632499496 0.1019840096 2.2761789954 0.1161340316
0.27000 0.0007504703 0.0456647379 0.1778387106 0.0000001953 0.0000672228 0.0003770191 0.0009283081 0.0000000039 3.0003929338 0.1024274629 2.1867078190 0.1220359422
0.28000 0.0007345759 0.0439933257 0.1723315499 0.0000002246 0.0000683982 0.0004350783 0.0008583999 0.0000000041 2.9487398845 0.1171189542 2.1123091788 0.1115711966
0.29000 0.0007358854 0.0424397617 0.1664916585 0.0000002229 0.0000671023 0.0003976679 0.0007164945 0.0000000038 2.8766066317 0.1282895189 2.0096696567 0.1091767997
0.30000 0.0006993204 0.0408436121 0.1616310515 0.0000002710 0.0000615322 0.0004221045 0.0007646225 0.0000000043 2.8187690971 0.1088744259 1.9393297830 0.1083621886
0.31000 0.0006952070 0.0393760027 0.1569525156 0.0000003342 0.0000569148 0.0003532769 0.0005806811 0.0000000059 2.7965042367 0.0915989356 1.9029253948 0.0798517637
0.32000 0.0006726612 0.0381243058 0.1520325729 0.0000003500 0.0000488455 0.0004633514 0.0006657922 0.0000000048 2.7528496630 0.1037565057 1.8418067640 0.0933768898
0.33000 0.0006194959 0.0367784093 0.1476634976 0.0000003787 0.0000721144 0.0004002200 0.0007363557 0.0000000073 2.7680147381 0.1090496176 1.8361528901 0.1201411191
0.34000 0.0006032852 0.0356374474 0.1433826311 0.0000004146 0.0000645216 0.0003866448 0.0006777283 0.0000000073 2.7213706788 0.0980902794 1.7655062095 0.0996134471
0.35000 0.0006049515 0.0343421621 0.1396201120 0.0000004573 0.0000527012 0.0003002374 0.0008724484 0.0000000079 2.6907651623 0.0778315110 1.7298104841 0.0942586743
0.36000 0.0005886514 0.0333593623 0.1356673753 0.0000005165 0.0000523071 0.0002928427 0.0006205665 0.0000000070 2.6504751795 0.1024730220 1.6596897184 0.1117420704
0.37000 0.0005675125 0.0322755639 0.1320484187 0.0000005909 0.0000415953 0.0004154560 0.0005253231 0.0000000065 2.6270668863 0.0885201146 1.6264628817 0.1032848077
0.38000 0.0005708671 0.0312380059 0.1286252683 0.0000005622 0.0000361203 0.0002932208 0.0005202333 0.0000000075 2.5994499077 0.0824324408 1.5544225307 0.0816049936
0.39000 0.0005570981 0.0302870839 0.1252321510 0.0000006631 0.0000414199 0.0003363773 0.0006155164 0.0000000077 2.5888293509 0.0803378797 1.5365230756 0.0936614925
0.40000 0.0005522897 0.0294132229 0.1220171808 0.0000006437 0.0000486625 0.0003258614 0.0007353566 0.0000000086 2.5371435270 0.0806696379 1.4748553207 0.0936932797
0.41000 0.0005194390 0.0285130694 0.1189964364 0.0000007750 0.0000507079 0.0002885965 0.0005927362 0.0000000089 2.5227456402 0.0854919438 1.4471416353 0.0992325334
0.42000 0.0005187973 0.0276076905 0.1157625031 0.0000007715 0.0000478941 0.0003596787 0.0005751911 0.0000000081 2.5012049181 0.0627732580 1.4039442274 0.0743789059
0.43000 0.0005000531 0.0267657728 0.1129763578 0.0000007738 0.0000547954 0.0002994720 0.0005764827 0.0000000084 2.4700390262 0.0907627425 1.3978750866 0.0944966561
0.44000 0.0004864994 0.0260052116 0.1101575211 0.0000009665 0.0000600911 0.0002527494 0.0005697816 0.0000000080 2.4619562694 0.0837883673 1.3452378544 0.0851359848
0.45000 0.0004710751 0.0252721430 0.1078587462 0.0000009803 0.0000484801 0.0002744475 0.0005782864 0.0000000115 2.4616032066 0.0816308288 1.3304089783 0.1020934656
0.46000 0.0004491289 0.0245946481 0.1049903669 0.0000010199 0.0000475281 0.0003007897 0.0006239584 0.0000000087 2.4358233216 0.0656514487 1.3042637875 0.0822420272
0.47000 0.0004296657 0.0239188669 0.1025609677 0.0000010487 0.0000451647 0.0002845316 0.0005662918 0.0000000116 2.4445537675 0.0987853761 1.2870112398 0.1041861992
0.48000 0.0004363229 0.0232568709 0.1002396124 0.0000010921 0.0000426430 0.0003172161 0.0007096129 0.0000000097 2.4036950092 0.0716468872 1.2531881629 0.0862365380
0.49000 0.0004326577 0.0226297726 0.0980500808 0.0000011439 0.0000586074 0.0002983306 0.0005984416 0.0000000096 2.4068667346 0.0664290918 1.2460455978 0.0884961461
0.50000 0.0004119996 0.0219954735 0.0959309294 0.0000012305 0.0000457064 0.0002867481 0.0005749577 0.0000000103 2.4031325266 0.0690758331 1.1855789012 0.0920269910
