#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.95
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.2
# - clad diameter: 2*b_p = 0.225
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.225
#Number of photons: N = 1000000
#Number of averages: N_avg = 100
#Number of R-values: N_R = 30
#Delta R: d_R = 0.025
#Seed: 30
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.30000 0.0517789300 0.7110143800 0.2372066900 0.0002231870 0.0004037899 0.0003656802 1.9731103175 0.0069064305 1.1860351366 0.0139293452
0.32500 0.0482019300 0.6773985700 0.2743995000 0.0002206026 0.0004778928 0.0004458377 2.4437281493 0.0094456743 1.7479837025 0.0161205275
0.35000 0.0449093100 0.6448826300 0.3102080600 0.0001932349 0.0004211225 0.0004064853 2.9483616491 0.0113136609 2.3063983038 0.0231068347
0.37500 0.0419559000 0.6131725100 0.3448715900 0.0001954573 0.0004602008 0.0004324036 3.4838517810 0.0156380572 2.8802986172 0.0235139349
0.40000 0.0393187500 0.5826390800 0.3780421700 0.0001996755 0.0004509239 0.0004355844 4.0527926245 0.0188623169 3.4758420502 0.0252766640
0.42500 0.0368466500 0.5533701400 0.4097832100 0.0001985831 0.0005105319 0.0004913253 4.6478467203 0.0206398242 4.0900323087 0.0340995662
0.45000 0.0346221800 0.5253343500 0.4400434700 0.0002007100 0.0005142061 0.0005228465 5.2680816650 0.0241113415 4.7310136081 0.0415847347
0.47500 0.0325686400 0.4985812100 0.4688501500 0.0001706074 0.0005189340 0.0005361558 5.9011772854 0.0289838689 5.3729496196 0.0455304435
0.50000 0.0306444200 0.4733994500 0.4959561300 0.0001705245 0.0004676493 0.0004388358 6.5562137162 0.0352315192 6.0555510169 0.0489961917
0.52500 0.0288920000 0.4493316400 0.5217763600 0.0001755706 0.0005506406 0.0005503056 7.2321785423 0.0373291737 6.7272744102 0.0582379083
0.55000 0.0272529400 0.4266751000 0.5460719600 0.0001748810 0.0004261816 0.0004369100 7.9095296224 0.0457692951 7.4233033352 0.0677777028
0.57500 0.0257330900 0.4052316800 0.5690352300 0.0001624879 0.0004869537 0.0004909844 8.6063707757 0.0486699487 8.1226776231 0.0726237745
0.60000 0.0243211700 0.3850686000 0.5906102300 0.0001635841 0.0005587777 0.0005835203 9.2992923170 0.0606537125 8.8274077284 0.0949614022
0.62500 0.0230248900 0.3661013800 0.6108737300 0.0001334760 0.0004650037 0.0004735980 10.0214750890 0.0676009561 9.5504841506 0.0882056971
0.65000 0.0217862600 0.3482685300 0.6299452100 0.0001543861 0.0004415174 0.0004535595 10.7292066038 0.0708257064 10.2764709192 0.1212341774
0.67500 0.0207053500 0.3313109800 0.6479836700 0.0001397513 0.0005011538 0.0005065980 11.4515133101 0.0783187584 10.9945902769 0.0990992910
0.70000 0.0196466800 0.3156025900 0.6647507300 0.0001180785 0.0004447284 0.0004597386 12.1803174066 0.0783060057 11.7356888126 0.1152457565
0.72500 0.0186659300 0.3007590900 0.6805749800 0.0001477994 0.0004644213 0.0004676373 12.9075433307 0.0980158356 12.4588298275 0.1305713298
0.75000 0.0177789300 0.2866522800 0.6955687900 0.0001523698 0.0004720882 0.0004854539 13.6417110135 0.1019698158 13.2006457124 0.1423251943
0.77500 0.0169136800 0.2734634900 0.7096228300 0.0001252545 0.0004526112 0.0004758242 14.3659794317 0.1153425839 13.9404998081 0.1632517819
0.80000 0.0161248500 0.2611040300 0.7227711200 0.0001221345 0.0003924950 0.0004019085 15.0863989223 0.1251140765 14.6469743715 0.1818348261
0.82500 0.0153491300 0.2494278800 0.7352229900 0.0001246945 0.0004153497 0.0004334452 15.8371426907 0.1331682574 15.4123461587 0.1758677601
0.85000 0.0146284500 0.2384877200 0.7468838300 0.0001116396 0.0003928391 0.0003880105 16.5583179856 0.1414651952 16.1351627647 0.1890897796
0.87500 0.0139952800 0.2281041500 0.7579005700 0.0001250683 0.0003847907 0.0003777171 17.2810384690 0.1336494844 16.8375167088 0.1867730019
0.90000 0.0133634700 0.2183586800 0.7682778500 0.0001118247 0.0004053842 0.0004136859 18.0317006689 0.1611064835 17.6445674430 0.2190947763
0.92500 0.0128115200 0.2092288600 0.7779596200 0.0001257637 0.0003809086 0.0004094558 18.7628298477 0.1553234464 18.3367278718 0.2434521071
0.95000 0.0122499700 0.2005151700 0.7872348600 0.0001092110 0.0004235686 0.0004334123 19.5003521198 0.1758186026 19.0999043093 0.2554214187
0.97500 0.0117540400 0.1924391800 0.7958067800 0.0001179090 0.0003532064 0.0003694096 20.2116930846 0.1737404104 19.8045385939 0.2578596738
1.00000 0.0112556300 0.1846426000 0.8041017700 0.0000957829 0.0003703409 0.0003719943 20.8956008186 0.1995967492 20.4953342226 0.3027877133
1.02500 0.0107946700 0.1773434600 0.8118618700 0.0000949541 0.0003798657 0.0003792911 21.6714190959 0.1911985962 21.2918212775 0.2839973519
