#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.98
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.2
# - clad diameter: 2*b_p = 0.225
# - numerical aperture: NA_p = 0.5
#
#Entrance radius: r_e = 2*b_p = 0.225
#Number of photons: N = 100000
#Number of averages: N_avg = 5
#Number of R-values: N_R = 20
#Delta R: d_R = 0.025
#Seed: 22
#
#R <eps_c> <eps_e> <eps_w> std_eps_c std_eps_e std_eps_w <<path>> std<path> <std_path> <<std_path>>
0.37500 0.0513220000 0.7789040000 0.1697740000 0.0007167775 0.0011174211 0.0009972111 4.2121059240 0.0783428477 3.6723390677 0.1023542090
0.40000 0.0486420000 0.7607500000 0.1906080000 0.0001845806 0.0006952697 0.0008647948 5.0581072614 0.0568129377 4.6579546203 0.1022533000
0.42500 0.0464220000 0.7407660000 0.2128120000 0.0003118814 0.0015190227 0.0015010896 5.9203521968 0.0680570886 5.5268978288 0.1399241101
0.45000 0.0451040000 0.7210120000 0.2338840000 0.0004142222 0.0010895733 0.0009198532 6.9283478892 0.0376875350 6.5852180351 0.1410890431
0.47500 0.0430980000 0.7024460000 0.2544560000 0.0008159779 0.0014796047 0.0021769084 7.8377242114 0.1940637886 7.4157155229 0.2664951596
0.50000 0.0411960000 0.6829540000 0.2758500000 0.0007126219 0.0011760230 0.0005318834 8.9086507475 0.1153656737 8.6174532603 0.1335845970
0.52500 0.0399160000 0.6628140000 0.2972700000 0.0005304526 0.0014067978 0.0015515315 10.2440833214 0.0933253781 9.9485911312 0.2215588917
0.55000 0.0387120000 0.6435860000 0.3177020000 0.0006995856 0.0006864984 0.0011444081 11.4490890763 0.0848792614 11.0482625282 0.2405991209
0.57500 0.0376800000 0.6246100000 0.3377100000 0.0006676077 0.0011368377 0.0007889550 12.6155235477 0.1074428053 12.4647142486 0.0809650402
0.60000 0.0359040000 0.6053800000 0.3587160000 0.0003252384 0.0010782625 0.0008257905 13.9915357664 0.1929371375 13.6992561057 0.2484183952
0.62500 0.0343920000 0.5877440000 0.3778640000 0.0004679957 0.0009801939 0.0005702894 15.3578490650 0.2797456956 15.0925807783 0.2910796164
0.65000 0.0334520000 0.5685040000 0.3980440000 0.0005589902 0.0011482291 0.0012318604 16.8009486462 0.2345280594 16.4125647799 0.2675644039
0.67500 0.0322260000 0.5511280000 0.4166460000 0.0001591540 0.0014526252 0.0013935315 18.2287905121 0.3142396836 18.1753623111 0.4241073600
0.70000 0.0303760000 0.5342180000 0.4354060000 0.0005811454 0.0019319213 0.0022494288 20.0478961220 0.2148465905 20.1591094816 0.2819854056
0.72500 0.0300280000 0.5173540000 0.4526180000 0.0006896521 0.0005427522 0.0004947424 21.5205044606 0.2976496683 21.3176538129 0.4564665501
0.75000 0.0289560000 0.4999340000 0.4711100000 0.0004598695 0.0006634983 0.0010322064 22.7231658174 0.3150188035 22.0624462122 0.2805761121
0.77500 0.0277820000 0.4846380000 0.4875800000 0.0003467997 0.0009218297 0.0010992043 24.5504377375 0.5094222240 24.1961729684 1.0761286837
0.80000 0.0270040000 0.4690800000 0.5039160000 0.0006117025 0.0014198415 0.0019793509 26.5284471629 0.5004423499 26.5919289405 0.9378683444
0.82500 0.0259320000 0.4539560000 0.5201120000 0.0004145721 0.0020512874 0.0022153939 28.1937294935 0.2836423373 27.7072721083 0.6308775621
0.85000 0.0256880000 0.4413940000 0.5329180000 0.0002860420 0.0014764586 0.0014071318 29.1781933693 0.6552911063 28.8705282911 0.7919561019
