30.3289999962	1.1876832845
31.0629999638	1.1876832845
31.2660000324	1.19257087
31.4690001011	1.1974584555
31.6719999313	1.2023460411
31.875	1.2072336266
32.0789999962	1.2170087977
32.2820000648	1.2218963832
32.4849998951	1.2316715543
32.6879999638	1.2414467253
32.8910000324	1.2512218964
33.0940001011	1.2561094819
33.2969999313	1.265884653
33.5	1.2756598241
33.7039999962	1.2854349951
33.9070000648	1.2952101662
34.1099998951	1.3000977517
34.3129999638	1.3098729228
34.5160000324	1.3196480938
34.7190001011	1.3294232649
34.9219999313	1.3343108504
35.125	1.3440860215
35.3289999962	1.3538611926
35.5320000648	1.3587487781
35.7349998951	1.3685239492
35.9379999638	1.3734115347
36.1410000324	1.3831867058
36.3440001011	1.3929618768
36.5469999313	1.3978494624
36.75	1.4027370479
36.9539999962	1.412512219
37.1570000648	1.4173998045
37.3599998951	1.42228739
37.5629999638	1.4320625611
37.7660000324	1.4369501466
37.9690001011	1.4418377322
38.1719999313	1.4516129032
38.375	1.4565004888
38.5789999962	1.4613880743
38.7820000648	1.4662756598
38.9849998951	1.4711632454
39.1879999638	1.4809384164
39.3910000324	1.485826002
39.5940001011	1.4907135875
39.7969999313	1.495601173
40	1.5004887586
40.2039999962	1.5053763441
40.4070000648	1.5102639296
40.6099998951	1.5151515152
40.8129999638	1.5200391007
41.0160000324	1.5249266862
41.2190001011	1.5298142718
41.4219999313	1.5347018573
41.625	1.5395894428
41.8289999962	1.5395894428
42.0320000648	1.5444770284
42.2349998951	1.5493646139
42.4379999638	1.5542521994
42.6410000324	1.559139785
42.8440001011	1.5640273705
43.0469999313	1.5640273705
43.25	1.568914956
43.4539999962	1.5738025415
43.6570000648	1.5738025415
43.8599998951	1.5786901271
44.0629999638	1.5835777126
44.2660000324	1.5884652981
44.4690001011	1.5884652981
44.6719999313	1.5933528837
44.875	1.5982404692
45.0789999962	1.5982404692
45.2820000648	1.6031280547
45.4849998951	1.6031280547
45.6879999638	1.6080156403
45.8910000324	1.6129032258
46.0940001011	1.6129032258
46.2969999313	1.6177908113
46.5	1.6177908113
46.7039999962	1.6226783969
46.9070000648	1.6226783969
47.1099998951	1.6275659824
47.3129999638	1.6275659824
47.5160000324	1.6324535679
47.7190001011	1.6324535679
47.9219999313	1.6373411535
48.125	1.6373411535
48.3289999962	1.642228739
48.5320000648	1.642228739
48.7349998951	1.6471163245
48.9379999638	1.6471163245
49.1410000324	1.6471163245
49.3440001011	1.6520039101
49.5469999313	1.6520039101
49.75	1.6568914956
49.9539999962	1.6568914956
50.1570000648	1.6568914956
50.3599998951	1.6617790811
50.5629999638	1.6617790811
50.7660000324	1.6617790811
50.9690001011	1.6666666667
51.1719999313	1.6666666667
51.375	1.6666666667
51.5789999962	1.6715542522
51.7820000648	1.6715542522
51.9849998951	1.6715542522
52.1879999638	1.6764418377
52.3910000324	1.6764418377
52.5940001011	1.6764418377
52.7969999313	1.6813294233
53	1.6813294233
