#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 4
#Number of alpha_s-values: N_alpha_s = 20
#Delta alpha_s: d_alpha_s = 0.1
#Seed: 19001
#
#alpha_s <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.10000 0.0066250000 0.6041300000 0.3892450000 0.0000000000 0.0002587792 0.0019173419 0.0019854387 0.0000000000 21.3031441419 1.6322445195 24.2546987904 1.9884262495
0.20000 0.0065050000 0.6044150000 0.3890800000 0.0000000000 0.0001982423 0.0008225367 0.0007676371 0.0000000000 23.4449108160 1.0073131789 26.0650450242 1.5295499749
0.30000 0.0061800000 0.6057875000 0.3880325000 0.0000000000 0.0003001111 0.0021467398 0.0019194856 0.0000000000 22.6056964259 0.8175379989 24.3832696378 0.6796454998
0.40000 0.0059200000 0.6053675000 0.3887125000 0.0000000000 0.0003326660 0.0009325369 0.0012531660 0.0000000000 24.3205157531 1.1912244945 25.8168096783 1.8945328720
0.50000 0.0056325000 0.6071475000 0.3872200000 0.0000000000 0.0004059043 0.0002264766 0.0002362202 0.0000000000 23.5447080706 1.1891235422 25.6906104678 1.3201842766
0.60000 0.0059225000 0.6082150000 0.3858625000 0.0000000000 0.0001567110 0.0017032811 0.0016491286 0.0000000000 24.4847936159 0.9735030551 25.6964885436 1.2551396227
0.70000 0.0057000000 0.6083025000 0.3859975000 0.0000000000 0.0002669582 0.0008355188 0.0008668477 0.0000000000 25.5146531705 1.5354299763 26.2147387247 1.4738876419
0.80000 0.0056575000 0.6071825000 0.3871600000 0.0000000000 0.0001658061 0.0009320721 0.0010547986 0.0000000000 24.8783398889 0.9090002494 26.1919499659 1.7681997191
0.90000 0.0053750000 0.6079525000 0.3866725000 0.0000000000 0.0001789786 0.0013813369 0.0014787917 0.0000000000 25.4246755068 0.4313209906 25.9352989422 0.7697343484
1.00000 0.0054550000 0.6087475000 0.3857975000 0.0000000000 0.0002675195 0.0028472487 0.0029523366 0.0000000000 26.2696110575 1.4293644452 27.3142250985 1.2259290581
1.10000 0.0053300000 0.6110225000 0.3836475000 0.0000000000 0.0000588784 0.0006685993 0.0007273410 0.0000000000 26.4529288239 1.0223521599 27.3178884935 0.9417163796
1.20000 0.0051325000 0.6089375000 0.3859300000 0.0000000000 0.0002534265 0.0009185995 0.0010847119 0.0000000000 26.3072463792 1.7339043138 27.5441182051 2.5274744939
1.30000 0.0052200000 0.6089425000 0.3858375000 0.0000000000 0.0001465151 0.0017966334 0.0016531460 0.0000000000 26.5168777969 1.7375906950 26.5326361718 2.0283196338
1.40000 0.0051725000 0.6105875000 0.3842400000 0.0000000000 0.0001417451 0.0009143805 0.0007806408 0.0000000000 26.0364338126 0.9712639079 26.8078866315 2.1493897674
1.50000 0.0051800000 0.6110300000 0.3837900000 0.0000000000 0.0000986577 0.0013925756 0.0013130372 0.0000000000 26.2304738085 1.7508430835 27.3526462908 1.4976959607
1.60000 0.0051550000 0.6104525000 0.3843925000 0.0000000000 0.0001427118 0.0007278908 0.0006954795 0.0000000000 26.7528133152 1.5123468623 26.6576142258 1.6286966621
1.70000 0.0052900000 0.6105850000 0.3841250000 0.0000000000 0.0001831211 0.0008532487 0.0009412226 0.0000000000 27.7711837774 0.3118982595 27.2142373476 0.5798237227
1.80000 0.0050200000 0.6120825000 0.3828975000 0.0000000000 0.0001430618 0.0018074360 0.0018241414 0.0000000000 26.9697556010 1.1169117081 27.6778124920 0.7187561573
1.90000 0.0049850000 0.6125075000 0.3825075000 0.0000000000 0.0002527845 0.0022619811 0.0022487237 0.0000000000 26.6781548324 1.8773173491 26.1273529737 2.5604736554
2.00000 0.0051775000 0.6134525000 0.3813700000 0.0000000000 0.0001755705 0.0012500767 0.0011799435 0.0000000000 28.1788917029 1.4587274942 28.7193967532 2.1102060717
