#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 4
#Number of alpha_s-values: N_alpha_s = 40
#Delta alpha_s: d_alpha_s = 0.1
#Seed: 19001
#
#alpha_s <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
2.50000 0.0055100000 0.6043825000 0.3901075000 0.0000000000 0.0002641969 0.0020302607 0.0020022716 0.0000000000 26.2345326103 1.3530337118 25.0013592901 1.7623390443
2.60000 0.0054250000 0.6042950000 0.3902800000 0.0000000000 0.0002615977 0.0003246023 0.0002539029 0.0000000000 25.6688462734 0.5297501662 25.5944348317 1.4460831498
2.70000 0.0053700000 0.6041300000 0.3905000000 0.0000000000 0.0001095445 0.0004661187 0.0003683296 0.0000000000 26.2196709929 0.4759512167 26.3495453417 1.5950643234
2.80000 0.0052900000 0.6039150000 0.3907900000 0.0000000000 0.0002037973 0.0008218070 0.0008701341 0.0000000000 25.7772675667 1.3849301442 25.6511152674 3.2179200878
2.90000 0.0054750000 0.6040825000 0.3904425000 0.0000000000 0.0002587792 0.0024635391 0.0023344860 0.0000000000 25.7771940508 1.1716497960 25.1633489853 1.4230761311
3.00000 0.0054200000 0.6021475000 0.3924275000 0.0000000000 0.0003159114 0.0010003125 0.0008517580 0.0000000000 25.9423020974 0.5735675637 26.1797087979 1.5104354612
3.10000 0.0054750000 0.6039100000 0.3906050000 0.0000000000 0.0001723369 0.0012806509 0.0011506954 0.0000000000 25.9415545868 1.5088564381 26.6759395721 1.6758570973
3.20000 0.0052800000 0.6037250000 0.3909900000 0.0000000000 0.0002031420 0.0029121184 0.0030940696 0.0000000000 25.6534925956 1.2559750993 25.2253168009 2.0626609118
3.30000 0.0054900000 0.6048750000 0.3896300000 0.0000000000 0.0002219610 0.0007992288 0.0006014981 0.0000000000 27.1342312939 2.2280573892 26.6837099323 3.0098834808
3.40000 0.0053800000 0.6046575000 0.3899500000 0.0000000000 0.0001064581 0.0021966547 0.0022733236 0.0000000000 26.0190572842 0.4644431686 24.5984952344 0.8931527624
3.50000 0.0056700000 0.6024500000 0.3918650000 0.0000000000 0.0000828654 0.0013388303 0.0012906200 0.0000000000 25.9093284304 2.0996759227 25.9964398235 2.2228603981
3.60000 0.0054525000 0.6029750000 0.3915525000 0.0000000000 0.0002769326 0.0007458999 0.0007550441 0.0000000000 27.2171557753 0.9765045938 26.4707959280 1.7975666077
3.70000 0.0055375000 0.6040800000 0.3903350000 0.0000000000 0.0003094484 0.0009920349 0.0011762228 0.0000000000 26.3916191157 1.2424003700 26.2922423157 2.8904833997
3.80000 0.0054600000 0.6034700000 0.3910250000 0.0000000000 0.0001023067 0.0004399242 0.0004323964 0.0000000000 26.5235458729 0.6953858577 26.0076672690 1.1840296040
3.90000 0.0054200000 0.6033150000 0.3912100000 0.0000000000 0.0003127299 0.0013349782 0.0012351248 0.0000000000 26.2218509546 1.1336798582 25.8493730665 1.0634685217
4.00000 0.0052525000 0.6031325000 0.3915275000 0.0000000000 0.0002962403 0.0014694075 0.0014209475 0.0000000000 25.9014472428 0.7150767242 26.0251910174 0.7866490943
