#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Radius of sphere: R = 0.5
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 4
#Number of alpha-values: N_alpha_s = 40
#Delta alpha_s: d_alpha_s = 0.1
#Seed: 19003
#
#alpha T A L_eff
0.10000 0.9523126569 0.0488618770 0.4886187703
0.20000 0.9325923270 0.0697871222 0.3489356109
0.30000 0.9247041951 0.0782813817 0.2609379392
0.40000 0.8587307279 0.1522998778 0.3807496945
0.50000 0.8476156328 0.1653280091 0.3306560182
0.60000 0.8013624955 0.2214418806 0.3690698010
0.70000 0.8501254930 0.1623713016 0.2319590022
0.80000 0.8067407673 0.2147528924 0.2684411155
0.90000 0.7949085694 0.2295281780 0.2550313089
1.00000 0.8124775905 0.2076669460 0.2076669460
1.10000 0.7916816063 0.2335959802 0.2123599820
1.20000 0.7551093582 0.2808926949 0.2340772458
1.30000 0.7820007171 0.2458996214 0.1891535549
1.40000 0.7708856221 0.2602152665 0.1858680475
1.50000 0.7626389387 0.2709705724 0.1806470483
1.60000 0.7515238437 0.2856523422 0.1785327139
1.70000 0.7332377196 0.3102853192 0.1825207760
1.80000 0.7705270706 0.2606804910 0.1448224950
1.90000 0.7891717461 0.2367713061 0.1246164769
2.00000 0.6995338831 0.3573410470 0.1786705235
2.10000 0.7407673001 0.3000687379 0.1428898752
2.20000 0.7378988885 0.3039484712 0.1381583960
2.30000 0.7515238437 0.2856523422 0.1241966705
2.40000 0.7231982790 0.3240718497 0.1350299374
2.50000 0.7436357117 0.2962039988 0.1184815995
2.60000 0.7364646827 0.3058939971 0.1176515374
2.70000 0.7414844030 0.2991011520 0.1107782044
2.80000 0.7529580495 0.2837457639 0.1013377728
2.90000 0.7217640731 0.3260569620 0.1124334352
3.00000 0.7307278594 0.3137141738 0.1045713913
3.10000 0.7063463607 0.3476495659 0.1121450213
3.20000 0.7318035138 0.3122432248 0.0975760078
3.30000 0.7436357117 0.2962039988 0.0897587875
3.40000 0.7145930441 0.3360420674 0.0988359022
3.50000 0.7059878093 0.3481573090 0.0994735169
3.60000 0.7070634636 0.3466348525 0.0962874590
3.70000 0.7192542130 0.3295404191 0.0890649781
3.80000 0.6851918250 0.3780564434 0.0994885377
3.90000 0.7084976694 0.3446085093 0.0883611562
4.00000 0.7153101470 0.3350390583 0.0837597646
