#Empty integrating sphere. Lambertian reflectance. No ports for fluid.
#Length units in [mm]
#Reflectivity of interior wall: rho = 0.99
#Refractive index interior medium: n = 1
#
#Source fiber:
# - core diameter: 2*a_s = 0.105
# - clad diameter: 2*b_s = 0.125
# - numerical aperture: NA_s = 0.22
#
#Pick-up fiber:
# - core diameter: 2*a_p = 0.105
# - clad diameter: 2*b_p = 0.125
# - numerical aperture: NA_p = 0.22
#
#Entrance radius: r_e = 2*b_p = 0.125
#Number of photons: N = 100000
#Number of averages: N_avg = 4
#Number of alpha_s-values: N_alpha_s = 40
#Delta alpha_s: d_alpha_s = 0.1
#Seed: 19002
#
#alpha_s <eps_c> <eps_e> <eps_w> <eps_i> std_eps_c std_eps_e std_eps_w std_eps_i <<path>> std<path> <std_path> <<std_path>>
0.10000 0.0063275000 0.6047125000 0.3889600000 0.0000000000 0.0004779383 0.0018330553 0.0020452547 0.0000000000 21.3548914085 0.8105317014 23.7058460139 1.6271530816
0.20000 0.0065475000 0.6050675000 0.3883850000 0.0000000000 0.0002964653 0.0027009427 0.0026563446 0.0000000000 22.9780015563 1.5145028074 26.3747672661 1.2673741177
0.30000 0.0063600000 0.6049775000 0.3886625000 0.0000000000 0.0004179314 0.0010539568 0.0013241947 0.0000000000 23.0302413157 0.8192311262 25.6458014727 1.1502230547
0.40000 0.0059975000 0.6034875000 0.3905150000 0.0000000000 0.0001759498 0.0023725988 0.0025160617 0.0000000000 23.6685341729 0.8601963624 25.1493285112 0.6409061353
0.50000 0.0060575000 0.6052125000 0.3887300000 0.0000000000 0.0002922756 0.0013323006 0.0012630914 0.0000000000 23.5060885083 1.6417924154 25.3749073395 0.6798291391
0.60000 0.0059525000 0.6051825000 0.3888650000 0.0000000000 0.0003180540 0.0015397700 0.0013136336 0.0000000000 23.2481757364 1.0860987337 24.5725876432 1.4301633085
0.70000 0.0058225000 0.6048525000 0.3893250000 0.0000000000 0.0002101388 0.0014750678 0.0012663991 0.0000000000 25.1191954181 0.3350423950 26.8051495975 0.9740573074
0.80000 0.0057375000 0.6050550000 0.3892075000 0.0000000000 0.0002091849 0.0004588754 0.0002906745 0.0000000000 23.7411319124 0.8307311587 24.2401648045 1.2981430264
0.90000 0.0056675000 0.6044625000 0.3898700000 0.0000000000 0.0002899856 0.0017793702 0.0014927826 0.0000000000 25.2447692216 0.7688245335 25.7270666583 1.0506238372
1.00000 0.0056200000 0.6052250000 0.3891550000 0.0000000000 0.0002717842 0.0009071751 0.0010273104 0.0000000000 25.3497593673 0.6156479385 26.6262036286 2.4543886240
1.10000 0.0056575000 0.6051675000 0.3891750000 0.0000000000 0.0003981101 0.0004141155 0.0005248809 0.0000000000 25.0061457116 0.9187861372 24.5627328671 1.9210292813
1.20000 0.0058075000 0.6057275000 0.3884650000 0.0000000000 0.0001723127 0.0020511034 0.0020162754 0.0000000000 25.5443752836 1.0595836280 25.3424826639 1.6856661370
1.30000 0.0054475000 0.6058800000 0.3886725000 0.0000000000 0.0001552149 0.0007192125 0.0007192299 0.0000000000 26.1062483875 1.4648711478 25.4131273627 1.5075843634
1.40000 0.0054100000 0.6052225000 0.3893675000 0.0000000000 0.0001339154 0.0021120665 0.0021255803 0.0000000000 25.7501556000 0.9566583890 25.1671246651 0.8745483189
1.50000 0.0056450000 0.6042350000 0.3901200000 0.0000000000 0.0002763452 0.0008064118 0.0005618422 0.0000000000 26.5030012894 1.3496183699 26.4820732832 1.4725243761
1.60000 0.0053575000 0.6032850000 0.3913575000 0.0000000000 0.0001034005 0.0020267955 0.0020963997 0.0000000000 26.1771857474 1.0341955272 26.5231777042 1.5388856111
1.70000 0.0053425000 0.6046225000 0.3900350000 0.0000000000 0.0000917878 0.0012764632 0.0013624610 0.0000000000 26.2158457051 0.6690141187 25.7309983986 2.3720319114
1.80000 0.0053500000 0.6049900000 0.3896600000 0.0000000000 0.0002965356 0.0012451238 0.0013907073 0.0000000000 25.9044221297 0.3298262495 25.9265097432 0.5969948481
1.90000 0.0053850000 0.6064550000 0.3881600000 0.0000000000 0.0002174856 0.0003202603 0.0003804383 0.0000000000 26.2522907789 1.1256394404 25.8718845279 0.2657492406
2.00000 0.0053225000 0.6050050000 0.3896725000 0.0000000000 0.0003041244 0.0017209397 0.0018461740 0.0000000000 26.3602844072 1.2572536435 25.5910769912 1.6140007094
2.10000 0.0053525000 0.6036000000 0.3910475000 0.0000000000 0.0001635797 0.0017164110 0.0018424508 0.0000000000 25.4353773841 1.2494849886 24.8935367666 0.8151975854
2.20000 0.0051500000 0.6056425000 0.3892075000 0.0000000000 0.0000683130 0.0020393851 0.0020170172 0.0000000000 26.5112887018 1.2987939292 26.4641351941 1.3124909902
2.30000 0.0053975000 0.6058975000 0.3887050000 0.0000000000 0.0001992277 0.0014390361 0.0013910308 0.0000000000 26.2427333308 0.4739716216 26.3713418298 0.9063597339
2.40000 0.0052800000 0.6059700000 0.3887500000 0.0000000000 0.0001211060 0.0022189938 0.0021550715 0.0000000000 27.4670836419 1.0779758802 27.5280862932 2.9454438754
2.50000 0.0051600000 0.6056275000 0.3892125000 0.0000000000 0.0001392839 0.0011312346 0.0010684997 0.0000000000 26.5832054895 0.6767308111 26.6595437191 1.2239026195
